epic_number,Period_1,Period_2,amp_ratio_21,k2_teff,k2_rad,k2_mass,abs_magnitude,lc_amplitude,p2p_98,p2p_mean,stddev,kurtosis,skew,iqr,mad,max_binned_p2p,mean_binned_p2p,RRab_dist,EA_dist,EB_dist,GDOR_DSCUT_dist,template_dist,class,probability
210692406,0.454761321,0.151581123,0.3333201747824108,6224.0,1.18,0.98,4.2545066761769945,2327.710118637555,948.4836645862778,-0.6061362283931866,565.1589232029909,0.8158897865906818,-1.3508308008837486,680.1383375213289,310.4305310248174,,,,,,,,EB,0.986196
210954046,1.607856931,0.281272307,0.17493615356999695,,,,0.9663029029231236,9134.780427705027,1627.0252352672305,-0.3026179600199747,1105.4510041662024,-0.1067217500787585,0.01854847006545857,1511.4201287364124,1123.2099609336742,0.1565685672853509,0.0005933409488674923,17.08800749063506,16.1245154965971,22.02271554554524,5.656854249492381,0.18242989825171388,GDOR,0.8832450000000001
210511418,0.534047455,0.089016926,0.16668355062191992,,,,8.808569548871674,237.7754329727158,93.51955291194277,-0.019985660837887085,51.498842243617666,0.4337373576165784,1.1271538711697886,66.70429384028054,36.792800435719755,0.19672767271720296,0.0002379283207029784,1.0,21.18962010041709,21.54065922853801,19.104973174542803,0.360481078898489,RRab,0.968946
211101583,12.13104396,12.80948727,1.0559262098329747,4988.0,6.23,1.02,6.252839321615228,1412.4892404289567,42.17883470511004,0.09242065462443616,332.5865641427703,-0.9104454910674264,0.2823763477823061,543.5771763110241,386.75967505587715,0.05454900982101446,0.00012187509431036617,16.0,25.612496949731394,21.93171219946131,4.47213595499958,0.3402777084313141,OTHPER,0.992771
210672179,0.04331347,0.048828704,1.1273329982566624,7385.0,2.14,1.78,2.522595434382831,3107.244872058741,2081.057994800857,0.40609673597527535,556.6951145488678,-0.5112627343685694,-0.007426566089387622,823.2739691346651,612.8405922920111,0.1522948804161681,0.0012342247630408882,14.560219778561034,24.08318915758459,17.464249196572982,8.48528137423857,0.09004368597684823,DSCUT,0.968796
210615776,0.723130029,2.134416133,2.9516353178578902,6751.0,1.71,1.45,2.4470479783744867,6374.233555367333,566.0344760451744,-0.9873852519333516,1001.1830015055704,-0.015864008587469502,0.3272265427190157,1407.3861682654824,1042.1683168506677,0.2845944299597241,0.0019037489116755348,22.36067977499789,15.620499351813304,16.401219466856727,8.0,0.8951150331433929,GDOR,0.6677390000000001
210978380,0.458981632,0.436252133,0.9504784126088948,6901.0,1.82,1.57,3.380520852270648,22223.082495816518,2970.725749264743,1.5366532409904556,4291.9736186685195,-0.6401334266121124,0.17731507081660486,6543.7699851888465,4849.392786997724,0.0957755133571388,6.953908875896471e-05,18.0,24.413111231467404,22.82542442102665,2.8284271247461903,0.07642009815279181,GDOR,0.7591859999999999
210487662,0.051700687,0.048214916,0.9325778591684863,6956.0,1.87,1.53,3.5421110800069098,2077.5288705853745,655.3776248536599,-0.2369573923978756,258.70462521890096,0.12238332022881693,0.010916626847157223,350.49827046721475,259.5476364812937,0.3153355620754019,0.00372873847194744,17.0,13.892443989449804,21.633307652783934,7.810249675906652,0.5269043015507446,DSCUT,0.949317
210391498,11.19896174,11.86179414,1.059186951021765,4806.0,0.73,0.8,7.267613368757986,1705.2193441335696,44.88162339756617,0.31786877782326384,320.6258539098827,-0.289088566178362,-0.7056088484989059,415.8096380342468,266.465197250385,0.06344671429538062,0.0003547478082975163,16.0,25.612496949731394,21.93171219946131,4.47213595499958,0.05411034790871763,OTHPER,0.98809
210509604,0.6182786610000001,0.585323842,0.9466990839588428,5914.0,1.0,0.93,1.8108602125868456,4586.687352335472,1248.7718262630724,0.4830643573717913,1208.9280451601715,-0.7725192045413705,0.6554761154305507,1958.930415334908,1135.4227453156702,0.1339118921098445,9.616288667970684e-05,3.1622776601683795,19.235384061671343,18.027756377319946,19.6468827043885,0.24113490341061625,RRab,0.7198979999999999
210868876,0.620672154,0.103430842,0.16664327750717814,,,,5.022388349542169,1039.1984736078662,357.7582211831587,-0.002475381829669204,287.21131924583733,-0.4664734518813716,0.8336405300052917,420.64197160246147,223.88452590198816,0.18917946909801853,3.61226483832644e-05,1.0,21.18962010041709,21.54065922853801,19.104973174542803,0.09766604339363537,RRab,0.8565860000000001
210854050,20.0,18.82580772,0.9412903859999999,,,,,21.14381829741319,7.384680954668349,-0.00025968808366347084,2.666333713026376,0.5160422530271549,0.24302271461789576,3.49776032995726,2.603487539817511,,,,,,,,Noise,0.93391
