epic,class,prob,float_x,float_y,temp_dist
201488365,EA,0.98383,25.690686971997348,7.986427481923992,0.7782883071358595
201893576,EA,0.714268,26.452838624315046,10.200819312737488,0.28932034771318954
201738572,OTHPER,0.994142,5.973721983837887,22.924638410561265,0.22619402565204644
201927024,EB,0.923997,20.065711485241003,23.383322347075616,0.2524497411828533
201407812,EA,0.7756109999999999,27.24865010924239,10.635575414475944,0.4787199825590111
201610811,EB,0.900755,4.900144065493359,34.8775269294096,0.06654909264137712
201531578,EB,0.936976,20.75201312549826,21.68103154324375,0.4032965230906316
201271106,OTHPER,0.992301,3.873815657276965,7.563671325543982,0.4458018676978317
201902310,OTHPER,0.990096,1.9357998118711985,17.090187945018148,0.27557532420662695
201762815,EB,0.995939,4.0704150213566255,17.8447918515473,0.30890642705573035
201592061,EB,0.995666,7.834001043045895,32.40451563102398,0.07439915642383604
201789080,OTHPER,0.990724,1.9198377457097016,23.474124642792685,0.3616611272201958
201325244,OTHPER,0.990063,9.42402825581784,7.499178003684268,0.9062445342461013
201368515,EA,0.748617,28.406377706385488,10.791044797397861,0.3083843584310274
201648133,EA,0.972627,27.243583420550564,6.385733141441233,0.5022063441543552
201739972,DSCUT,0.958212,9.44400108477205,5.4187684676618915,0.8325275764714097
201607088,EB,0.982095,25.576652977697343,17.054157684604696,0.3358939350183585
201689490,OTHPER,0.991966,7.1416349583450645,29.006570670148637,0.19632950414780037
201398311,RRab,0.832359,26.781596091837407,29.538324995370505,0.65452157625102
201608319,OTHPER,0.993466,39.04124598155363,25.23987601814528,1.009640624910449
201749821,EB,0.998527,22.571282445403863,15.328061273726433,0.6065777983405184
201238932,DSCUT,0.936373,4.60025174811527,36.62518856472302,0.08408917685974536
201273981,OTHPER,0.993277,1.2390366770732144,23.65238995948868,0.45091671250296833
201780233,RRab,0.716609,26.057880991859033,32.135701255638956,0.07262801872642377
201700978,OTHPER,0.994007,10.558913381591871,6.915703094182841,1.2884995211865555
201803365,EB,0.967434,19.922059459187047,18.78339059905532,0.128240805186522
201562530,EA,0.7187640000000001,8.156669275827445,9.410361418311505,1.1097692130069392
201517854,EB,0.911546,19.421851317648777,21.72443588735824,0.7190346837939622
201476362,EB,0.983152,19.894461010117876,19.316801885195634,0.3169667054349026
201840254,OTHPER,0.996243,38.80200762757333,24.329444182901863,0.4129488627126693
201826968,EB,0.997466,20.39332639801382,21.55842515177012,0.22308879242635918
201926949,OTHPER,0.997439,2.4489135252006813,25.595483433740704,0.2785960426398243
201199000,GDOR,0.663535,11.866916410414227,9.19073160572238,2.179388102346775
201698669,EB,0.993093,18.119129947118143,21.625659058039552,0.17385173941843163
201903779,GDOR,0.7372890000000001,9.719206496694092,27.890140582980315,0.25042729602603075
201940767,EB,0.998529,17.963797145989492,21.614805433414787,0.17092456560622699
201266727,EB,0.999572,20.779062740020624,21.338895409584744,0.18205758718517578
201182911,EA,0.982395,24.044954414024605,9.876637807564775,0.5896563818896225
201356556,OTHPER,0.996229,3.219255283508069,26.954761107146393,0.29127139795021395
201809540,OTHPER,0.995873,2.3803398255380133,26.622119297058987,0.1975234884153093
201754974,OTHPER,0.992121,2.0604349316188433,18.229591695535092,0.5370789325335992
201501958,OTHPER,0.990697,38.652078843698995,14.539073250765096,1.1324151457114762
201681411,EB,0.986243,20.460390650221722,21.39558848126673,0.27390787155301133
201257260,OTHPER,0.992557,9.082644205953748,25.550133012611315,0.10582373946085091
201180520,OTHPER,0.993422,11.035410177188268,11.835427774255454,0.43949409404606965
201129544,OTHPER,0.993138,10.94062120636274,8.431113903782599,1.4509245887903646
201561005,OTHPER,0.992238,39.83298129009301,21.035055819195637,0.310729306980978
201473612,EB,0.990385,25.500875558515403,13.198076637282535,0.4197331268931247
201493012,OTHPER,0.992187,3.1006468330100008,19.295342079840893,0.2424102144560947
201670373,OTHPER,0.994307,7.02813122746748,30.772478134932,0.10459930968461678
201587445,OTHPER,0.993223,3.4954788866443565,25.503858050835113,0.11884010931345865
201488452,RRab,0.760891,35.573919715529726,29.937916578253695,1.9616458957870186
201193666,EB,0.971802,23.8741341458955,19.45101488694702,0.9698009152283174
201458798,EB,0.9982,23.036103204468862,14.960706008336844,0.44381514116200294
201715393,GDOR,0.749131,9.59940189910713,4.671757717131291,0.29861143187838
201253025,EA,0.998633,26.039739620986623,6.934800908757499,0.7979559530806115
201715262,EB,0.900547,33.02665178522081,10.642649227498518,1.5265594554682624
201725399,EB,0.990429,28.48465466072205,14.477654821865158,0.37256519265190197
201576812,EA,0.7054630000000001,36.487922878833864,0.18546188120237406,0.824782978564713
201814774,GDOR,0.745607,4.852902045532948,31.07493179253222,0.06972068074210694
201511174,OTHPER,0.990191,9.635497405173659,1.5879574828267888,0.18130496342732394
201855304,OTHPER,0.992279,5.149465035366954,22.319255038008862,0.32652258712412485
201673708,OTHPER,0.993173,4.079765241509064,35.244902116318585,0.1412296848524945
201700247,OTHPER,0.996481,38.58964235872239,29.443959424637395,0.7157244568949739
201146397,OTHPER,0.994474,37.19173085872859,18.09340367855189,1.1984802900003988
201664689,OTHPER,0.992039,10.265904218010961,6.351355673212346,0.3444067531995704
201193506,EB,0.92425,4.62947988652929,37.833700636094164,0.13930994875386582
201910513,OTHPER,0.990492,2.4772573724342797,11.560692269846694,0.233591353662714
201731218,OTHPER,0.992665,12.161930657605957,22.30669931193443,0.4136154906572956
201184068,EA,0.7918270000000001,25.80231014656497,9.896309489669697,0.412780109939096
201707257,OTHPER,0.997816,7.827671486457363,4.741955075522269,0.21926911430980417
201251164,OTHPER,0.990257,6.177631037704355,0.10740175732270475,0.10646636841633068
201870289,OTHPER,0.996384,9.299884351487853,1.7476047859235628,0.21968711256421714
201940505,EB,0.988621,20.510937844081,20.938747589923615,0.7611139979138706
201380321,OTHPER,0.993639,6.880845818715583,6.383604009207016,0.30360542416420566
201203630,OTHPER,0.994265,17.663509842393186,23.195153885983824,1.2291767105711382
201642107,OTHPER,0.994665,2.4072692862000733,23.12482210344245,0.16473434730267641
201810513,EA,0.935575,24.190225307721665,9.443643481962484,0.5047481994069491
201462240,OTHPER,0.994731,7.131109574172643,3.859217594838059,0.26591591117365965
201419249,OTHPER,0.992319,3.0548064451342443,1.2376933207632004,0.1614032919965085
201152399,OTHPER,0.99153,0.5004761549257934,16.156837518732324,0.37873484019794623
201518712,OTHPER,0.992839,3.8993354292081692,39.46350312064714,0.171269824500992
201896663,OTHPER,0.990853,7.068822844639404,6.6658200728422665,0.5147053406894802
201723461,EA,0.7306159999999999,30.64471741462113,4.666100244816564,1.3190524901823673
