epic_number,Period_1,Period_2,amp_ratio_21,abs_magnitude,bp_rp,bp_g,g_rp,lc_amplitude,p2p_98,p2p_mean,stddev,kurtosis,skew,iqr,mad,max_binned_p2p,mean_binned_p2p,class,probability,RRab_dist,EA_dist,EB_dist,GDOR_DSCUT_dist,template_dist
201488365,6.734215176,0.560757627,0.08326993010239386,2.4785504728640486,0.65483713,0.2761259,0.37871122,0.37576898575958495,0.05528877394256392,-2.112169214328541e-06,0.06287921505769681,16.870529238569848,-4.174472079823967,0.005541746975449069,0.00397509968345264,0.7098568920453483,0.008798348923799264,EA,0.98383,18.248287590894662,1.4142135623730951,11.6619037896906,24.413111231467404,0.8494457900739851
201893576,0.92994307,13.80191578,14.84167819004232,6.582949942250407,1.4976063,0.69003296,0.8075733,0.09399100904828972,0.039775150675097945,7.462230649272159e-07,0.015088363832754437,6.897466894315307,-2.5976437590759462,0.007631034616881083,0.005525753094273011,0.4523600799669002,0.006999494129010826,EA,0.714268,19.104973174542803,2.8284271247461903,10.295630140987,24.20743687382041,0.29164459285468897
201828402,19.27854202,18.18521939,0.94328810607847,7.676904307797968,1.6931133000000005,0.80508995,0.8880234,0.026385664546264898,0.005021073856377574,-4.4870445355069965e-06,0.003250064823138345,0.6101047682649048,-0.150826551637588,0.0040969000634484285,0.0030242362187948525,0.27975559798848404,0.0010187712833436935,Noise,0.981912,15.264337522473747,19.235384061671343,22.36067977499789,14.142135623730953,0.5586643952626799
201738572,13.01749271,12.31743893,0.946222072437788,6.333716605931128,1.2492752,0.5612402,0.6880350000000001,0.03581952272043365,0.00131823870957269,6.630012659474853e-07,0.008276924032402974,-0.8431672603598495,0.06685944782391008,0.013509432504314023,0.00979082016478477,0.09965692665300567,0.000310157101054337,OTHPER,0.994142,16.55294535724685,19.416487838947603,18.681541692269406,5.385164807134505,0.1608933023406965
201387169,18.3938494,19.51317428,1.0608532154231949,11.013293473677924,2.9918194,1.7100677,1.2817516000000002,0.01986174617492098,0.0049174746721780144,-7.669134464815214e-08,0.002629822186499909,0.5957304209656127,0.2048217142932691,0.003190287069133713,0.0023623270441813994,0.3213141336708933,0.0001716479730634253,Noise,0.988551,9.0,17.720045146669353,16.97056274847714,8.246211251235321,0.876213031954579
201552857,14.96103795,19.51317428,1.3042660773412451,12.3274706485392,3.0248593999999995,1.7454243000000005,1.2794352,0.02324454696404743,0.005292857805088258,1.6367447346545138e-06,0.0023033998216378344,0.8345599594037236,0.10949595622593143,0.002993070550423305,0.0022079922658685,0.39534207539825705,0.003123667700989789,Noise,0.982516,6.324555320336759,15.132745950421555,16.643316977093242,11.704699910719626,1.1168380728124014
201927024,0.237294305,0.262613469,1.1066994169961222,7.113276031475937,1.9056139,0.88803864,1.0175753,0.5283425572241393,0.2545286932110972,-6.961864531240644e-05,0.14895360567514934,-1.3078228662729414,-0.00923519507787261,0.27880109823214105,0.20483343924640326,0.0964331355451974,6.775002996847349e-06,EB,0.923997,8.94427190999916,17.0,4.123105625617661,19.924858845171283,0.19104296609989574
201882460,18.18521939,19.27854202,1.0601214979348126,8.882108552854325,2.1482687,1.1003876,1.0478811,0.01955646612848505,0.004376229782987524,-5.712215256102424e-07,0.002468957573784447,0.1122427742336196,0.06065990141070553,0.0033749763305368496,0.002500433410238443,0.2858054536739564,0.00125376434847487,Noise,0.9827,25.495097567963924,19.416487838947603,15.652475842498527,18.027756377319946,0.5763680275384402
201407812,2.827275823,0.942470958,0.3333494915257159,2.7403315799188768,0.8281603000000001,0.33470345,0.49345684,0.2548931957844959,0.035243622778141706,-2.8915939610094503e-06,0.03548928127637492,16.72810400909609,-4.074849395283021,0.010668882288928705,0.007909500045497498,0.3661980395621758,0.004768162748810705,EA,0.7756109999999999,19.924858845171283,2.8284271247461903,12.727922061357855,21.95449840010015,0.4759919981396564
201590024,20.0,18.82580772,0.9412903859999999,5.891842398391848,0.2940426,-0.015974045,0.31001663,0.029826044591748868,0.0091458670113718,-1.038702931514398e-06,0.0036693156674325812,0.8833244995927738,0.27864044165900137,0.004588581727697161,0.0033961492629811787,0.44734275895625003,0.00423434601408031,Noise,0.991359,20.248456731316587,11.180339887498945,9.848857801796104,24.839484696748446,1.5185495544665186
