epic,class,prob,float_x,float_y,temp_dist
201488365,EA,0.98383,15.656614970815252,38.303834453747555,0.8466195657951224
201893576,EA,0.714268,14.800019144457622,0.055874014561251815,0.29268269821938625
201738572,OTHPER,0.994142,31.29745960451101,15.203291040259105,0.1872591890709976
201927024,EB,0.923997,7.445760658306373,13.621990666186532,0.18243338082014482
201407812,EA,0.7756109999999999,18.200111581867844,0.3587252495667621,0.4481799574331937
201610811,EB,0.900755,32.89441461243139,26.61569631745211,0.059851969077186234
201531578,EB,0.936976,7.330616316852614,9.79682525806303,0.28665598450577817
201271106,OTHPER,0.992301,30.107672644136397,38.335970220087674,0.25657574132444705
201902310,OTHPER,0.990096,28.040788559176463,11.448306144699071,0.11273759958334942
201762815,EB,0.995939,33.24890708609526,7.779886154562648,0.09502185092292628
201592061,EB,0.995666,32.66696888730115,26.22376847810453,0.06809177062089782
201789080,OTHPER,0.990724,26.351224803538432,15.570795418110995,0.32224140681692115
201325244,OTHPER,0.990063,1.267878937507163,37.48153196155783,0.664739211767118
201368515,EA,0.748617,19.814618708422238,0.46322538474532216,0.26141118646136263
201648133,EA,0.972627,16.8573670967734,38.813895580276345,0.7291659134944142
201739972,DSCUT,0.958212,2.5309286494392995,31.056945141426922,0.6080759886272777
201607088,EB,0.982095,11.263166699060195,6.668242233866571,0.3397207065238914
201689490,OTHPER,0.991966,34.587693706611326,15.97676602169082,0.16725615924658932
201398311,RRab,0.832359,11.587550664417833,21.66356616618443,0.6890214918704416
201608319,OTHPER,0.993466,22.516906932555358,15.311394017702415,0.8952499652773921
201749821,EB,0.998527,13.307704772654482,6.015537060102558,0.6012229339659079
201238932,DSCUT,0.936373,32.24941927544315,30.11257419447988,0.06209518492018953
201273981,OTHPER,0.993277,27.705119704897083,18.296467704841998,0.40710764564158
201780233,RRab,0.716609,13.831940492147666,23.665559261527953,0.08380146043060799
201700978,OTHPER,0.994007,38.90241589387434,37.03239766850339,0.8277588068677003
201803365,EB,0.967434,6.2340904568684214,9.985007200524413,0.09946820464882532
201517854,EB,0.911546,7.3157455494355,11.04952088026616,0.519829782160622
201476362,EB,0.983152,9.740640882232574,8.448160565100764,0.3109040243287031
201840254,OTHPER,0.996243,21.679331702087175,17.277831062543914,0.1972485327087979
201826968,EB,0.997466,6.73611734395284,12.61679122912503,0.18193195570028176
201926949,OTHPER,0.997439,25.372568496786258,17.731096809852687,0.20311780148876393
