,Period_1,PeriodAmp1,P1 0.5 Harmonic Amp,P1 2 Harmonic Amp,P1 3 Harmonic Amp,P1 4 Harmonic Amp,P1 5 Harmonic Amp,Period_2,PeriodAmp2,P2 0.5 Harmonic Amp,P2 2 Harmonic Amp,P2 3 Harmonic Amp,P2 4 Harmonic Amp,P2 5 Harmonic Amp,Period_3,PeriodAmp3,P3 0.5 Harmonic Amp,P3 2 Harmonic Amp,P3 3 Harmonic Amp,P3 4 Harmonic Amp,P3 5 Harmonic Amp,Period_4,PeriodAmp4,P4 0.5 Harmonic Amp,P4 2 Harmonic Amp,P4 3 Harmonic Amp,P4 4 Harmonic Amp,P4 5 Harmonic Amp,Period_5,PeriodAmp5,P5 0.5 Harmonic Amp,P5 2 Harmonic Amp,P5 3 Harmonic Amp,P5 4 Harmonic Amp,P5 5 Harmonic Amp,Period Doubled,Campaign Number
201882460.0,18.8258077168,0.0636096671,,0.007473216904828386,0.0120667460480994,0.014027970901666494,0.00722258203736804,17.7818425988,0.0546863404,,0.007473216904828386,0.014027970901666494,0.00793245256700572,0.004208682310134121,20.0,0.0497670766,,0.005568168175870376,0.0051248726908869014,0.014027970901666494,0.003927363022047463,16.8475780976,0.0309906842,,0.007071968600374362,0.014027970901666494,0.003927363022047463,0.004428313622835337,5.3413919974,0.0131122085,0.005568168175870376,0.008676430434183,0.003987603735147659,0.006125837683827418,0.006218802995226682,0.0,1.0
201592815.0,9.9481851861,0.021011882,0.01164288776251522,0.005196223856891885,0.0013526981775308581,0.002896211898667807,0.006588631663119759,12.5096512518,0.0182952482,,0.007486217849203636,0.0021728766492633924,0.0012557808526072033,0.002896211898667807,13.2323650022,0.0148317477,,0.0038540818549154267,0.0021728766492633924,0.0013526981775308581,0.0026401827420256176,11.8617941431,0.013224851,,0.005196223856891885,0.0021728766492633924,0.0010457897591951868,0.002896211898667807,18.8258077168,0.0116428878,,0.009283696414245486,0.0031069046869265657,0.005102550159834947,0.0013526981775308581,0.0,1.0
201674807.0,18.1852193886,0.0270461768,,0.014526320552077096,0.004588560077620944,0.005571757783587331,0.007903443053173576,19.2785420223,0.0248038535,,0.014262852481579507,0.003786592640210722,0.004804640044210448,0.006388065097511502,17.2092502129,0.0231622076,,0.002828296663263881,0.002804286818548477,0.005571757783587331,0.00475152143743065,16.3327024096,0.0127457809,,0.00198308942307365,0.002804286818548477,0.0002987271855321842,0.00475152143743065,2.0012090953,0.0072263989,,0.006404969873800398,0.005383361947585006,0.006474712941110045,0.005008418728830636,0.0,1.0
201386598.0,16.0065862148,0.0542774534,,0.017935709580278278,0.008093702355468111,0.003907025894068366,0.003227232059226192,17.0264937368,0.038891473,,0.03291218442180851,0.008034241961238182,0.00382184131655634,0.003227232059226192,15.101960553,0.0386522299,,0.006632368000542007,0.008010539354682078,0.001532658334601956,0.0016267616848711932,20.0,0.0367671931,,0.03291218442180851,0.006632368000542007,0.001560458324304255,0.001560458324304255,9.4777242996,0.0311584129,0.019311562249148498,0.001560458324304255,0.0008779902574477088,0.0032178568745168507,0.011026164789671623,0.0,1.0
201585232.0,11.8617941431,0.0228545654,,0.002704444941789352,0.0023939824289747904,0.002751651012781318,0.004372787217168627,12.5096512518,0.0182168707,,0.002704444941789352,0.0011785517311410562,0.001993806101873674,0.0031157639122489944,11.2777361705,0.0177055362,,0.002704444941789352,0.001529426313792789,0.002751651012781318,0.004526727272192875,13.2323650022,0.0090798009,,0.002103165260974512,0.0015084952254721695,0.001993806101873674,0.002751651012781318,10.6769175159,0.0069075307,0.005997811683550576,0.0015084952254721695,0.001123733075896952,,0.004526727272192875,0.0,1.0
201590024.0,2.1928001188,0.0192596328,0.0020372272848603683,0.019066293236252193,0.003829618266075845,0.003997419755003299,0.003997419755003299,0.9859384568,0.0190662932,0.018660875975079448,0.003997419755003299,0.002552237863403648,0.002399620759244133,0.0033373764705643275,2.0871800865,0.017352866,0.00209505364637987,0.00252495647271933,0.004136002158191589,0.001226555356509654,0.002552237863403648,20.0,0.0169683251,,0.009328461781089028,0.0020387517172283593,0.0016416333789466375,0.00209505364637987,18.8258077168,0.0136798572,,0.009328461781089028,0.0019635848817366472,0.0015140128860083233,0.005118153338021908,0.0,1.0
201884852.0,0.246617115,0.025726991,0.008601718152323865,0.004657943585628823,0.0021995782860675423,0.0019045288538115158,0.000855912123290324,7.7020589504,0.0218366128,0.0046265079199128934,0.0045691989842922085,0.016457758062161418,0.018809318313049845,0.012642324271817032,10.399891665,0.02077823,0.010710189982141913,0.004621408011414837,0.006287899117513114,0.016457758062161418,0.017935941330104864,2.2109433028,0.0179359413,0.006524345359726032,0.011780961075701589,0.007945581193650693,0.011578118524583457,0.00841570008169775,2.4434383382,0.0164577581,0.0021774640850818375,0.008565607172216242,0.007945581193650693,0.011578118524583457,0.005631767511584598,0.0,1.0
201271106.0,13.0174927114,0.7689692309,,0.02221035118982075,0.004355622306294158,0.0011515385935327277,0.002376162461301078,12.3174389325,0.578268598,,0.015573487813515528,0.0024791867288563156,0.000918409862082715,0.0025025892807500824,13.8019157846,0.5220345784,,0.015573487813515528,0.005176231130398341,0.0024791867288563156,0.00031768675648629,11.6888374783,0.1758268014,,0.00575589451057221,0.0024791867288563156,0.00017779122157967627,0.0025626351897463976,14.5536204969,0.1670149408,,0.014656802050269268,0.005176231130398341,0.0010017233277826536,,0.0,1.0
201723461.0,3.7673040509,0.015904282,0.011896816497421657,0.014983159930209213,0.011822068443721512,0.010681801117572304,0.011113064643797587,0.7831799566,0.0137713441,0.00939437934921203,0.011113064643797587,0.006900755128516675,0.005429695401859999,0.002467497683991455,19.7535881475,0.0136856739,,0.0022655576137586373,0.010167288279864566,0.008714728014803285,0.008596352505139883,0.8746068153,0.0127586183,0.00530380194002399,0.011113064643797587,0.008419194215048338,0.006636495693046687,0.0027603053774915747,1.1393821065,0.0124552214,0.011098139124816511,0.0115209742738552,0.011113064643797587,0.008419194215048338,0.006636495693046687,1.0,1.0
201671506.0,1.4136379115,0.8295550004,0.00563045834977714,0.0196466544189029,0.003279090089581848,0.0022068998665709387,0.006153579025028656,1.4884429473,0.348955736,0.00563045834977714,0.005855499145567238,0.0019245527865179252,0.003279090089581848,0.0038830664158324975,1.345992064,0.1168972559,0.005803250048150782,0.004243265783716915,0.003279090089581848,0.0022068998665709387,0.0014874427096940267,1.617590065,0.035617594,0.00563045834977714,0.005855499145567238,0.0019245527865179252,0.003279090089581848,0.0005712135215940733,1.2593015286,0.0224497975,0.005803250048150782,0.001868854085389559,0.0002974694007834801,,0.001633148595639984,0.0,1.0
201152399.0,11.2777361705,0.6531199614,,0.08396150103259922,0.009798061567055347,0.0015488494945607217,0.0023040685995497872,11.9502061775,0.405268037,,0.04599847569807064,0.009798061567055347,0.003282102546800572,0.0016280141504532472,10.6769175159,0.4015811043,0.022814811656351137,0.018574163553461975,0.0032886804302246875,0.001335133008529566,0.003009700771666426,9.3125735143,0.1364564747,0.024968134910258413,0.013333334917257352,0.0030001174497446643,0.001335133008529566,0.003009700771666426,12.6080246914,0.1086680821,,0.04599847569807064,0.009798061567055347,0.0030001174497446643,0.001335133008529566,0.0,1.0
201430034.0,2.0062173459,0.0429782913,0.006602742964359645,0.01601462182007957,0.004391985714855311,0.0069387544620214256,0.004142424457358997,15.3919230384,0.0427346535,,0.01202739287445869,0.011425674457345228,0.006602742964359645,0.01623346817650748,16.3327024096,0.0307901933,,0.01202739287445869,0.007381019585953604,0.006602742964359645,0.003932852865292117,14.5536204969,0.0306380304,,0.011241091279959484,0.007219717714694035,0.0032882190606315794,0.01623346817650748,10.8210395795,0.0180409909,0.0021344025927665313,0.007381019585953604,0.0027264467899603857,0.012414201585411871,0.00931416037643693,0.0,1.0
201937413.0,0.2461627422,0.0319522057,0.0049403100460583904,0.007929061096985502,0.0020511312557354743,0.0023291918756827563,0.0022000865889534706,12.3174389325,0.0208696122,,0.006260099903315422,0.010167412190279253,0.012534855538070683,0.009507295345755746,18.3938493964,0.0193291226,,0.01640255124070429,0.006260099903315422,0.008829272436709034,0.010167412190279253,10.5365840273,0.0165031348,0.016095361664362203,0.0076448961280555314,0.005852980972893944,0.00858502724932209,0.009507295345755746,19.5131742765,0.0160953617,,0.007224874520343546,0.006260099903315422,0.0076448961280555314,0.003883800807071014,0.0,1.0
201683910.0,20.0,0.0800708576,,0.017282392635195792,0.010519453592681267,0.0030567628833162437,0.0034484089193031037,16.168,0.0490627038,,0.009361125329538745,0.010519453592681267,0.0034484089193031037,0.008054771839160372,17.0264937368,0.0366171133,,0.009361125329538745,0.010519453592681267,0.0025665531180831067,0.008054771839160372,15.3919230384,0.0341952903,,0.001971252069424876,0.0025665531180831067,0.0034484089193031037,0.0081100796803132,0.245221489,0.0283062841,0.003490034330780497,0.010008050406980983,0.002585933061027226,0.0018565301659814553,0.0014541972595948863,0.0,1.0
201427257.0,0.2443618712,0.0271080835,0.0063085588662066695,0.00903399432092081,0.002963138452798081,0.0024537594460843316,0.0018065831838362468,10.9691057375,0.0224214592,0.0016114024746542396,0.00194474837980267,0.009428005566677314,0.015069708755376799,0.011459594097883016,2.9626800608,0.0150697088,0.00194474837980267,0.01061183564276925,0.00810738978648947,0.004223294699744222,0.005957025821493961,10.399891665,0.0143557749,0.0026843283044914435,0.0012835403532825925,0.012693689367498437,0.008796658232597777,0.011459594097883016,11.6042368656,0.0137715033,,0.00194474837980267,0.0007884379633857517,0.012693689367498437,0.008796658232597777,0.0,1.0
201185922.0,20.0,0.3713261833,,0.11746249195968983,0.07934945924134706,0.017044409751342,0.03435827364710069,18.8258077168,0.3663255211,,0.11746249195968983,0.046625508440461975,0.03435827364710069,0.050130401689879,17.7818425988,0.3566506955,,0.11254197190558576,0.01341117432184046,0.03435827364710069,0.050130401689879,16.8475780976,0.3408722372,,0.10283316192969107,0.01341117432184046,0.03435827364710069,0.050130401689879,16.0065862148,0.3172174263,,0.09597064390357515,0.01341117432184046,,0.029044453578324612,0.0,1.0
201910513.0,13.0174927114,0.3855332424,,0.008858719600498229,0.006481845592277189,0.00453106116093305,0.004497993411809428,12.3174389325,0.2503083468,,0.007964125124730657,0.006481845592277189,0.00453106116093305,0.004423443725701654,13.8019157846,0.2280510783,,0.008033508464891193,0.006481845592277189,0.00453106116093305,0.0023526686845146004,16.8475780976,0.1322910538,,0.053383685753571386,0.005474959571070148,0.003244720504172239,0.003244720504172239,16.0065862148,0.092778356,,0.010012831604141233,0.006319782224271812,0.003244720504172239,0.0023526686845146004,0.0,1.0
201199000.0,1.3183232826,0.0341841704,0.026626760727413188,0.008298614469450015,0.013420719084464917,0.032783753524460765,0.005434819277618283,0.3667058689,0.0327837535,0.0058571370074084455,0.0012115440460576802,0.0007473014615029493,0.0009543296983243277,0.0010281231403498762,10.1368778131,0.0323131978,0.013236312836936055,0.010762938916843169,0.012067668340170309,0.026626760727413188,0.026237161079274297,6.8762423222,0.0283239471,0.022752842348811447,0.010144347939267676,0.012609171434074251,0.021195578030482116,0.01744297759193641,12.4128010344,0.0227528423,,0.021013777616018095,0.010762938916843169,0.016949812358255486,0.016949812358255486,0.0,1.0
201680569.0,0.7847448976,0.419790421,0.0065756213302082915,0.2925629279843592,0.1943244128159157,0.10239011877728155,0.04629870418570305,0.2615851519,0.0169098948,0.000925255605820235,0.0008271352367206134,0.003052390688262689,0.01572747987041606,0.004774210125911442,0.1569527805,0.010555709,0.0019109547312240855,0.001321997553644033,0.004774210125911442,0.0013554159748235478,,0.1121096461,0.0067850162,0.0008713466932630869,0.004774210125911442,0.0009174708663331405,,,0.6530308905,0.0031958113,0.0002545114773474858,0.0013230966467755814,0.0008713466932630869,0.00210935253687638,0.0008271352367206134,1.0,1.0
201715262.0,2.1079877799,0.493366881,0.008604674340651633,0.24239446916434015,0.14943721896741838,0.07128593587303755,0.028085246917091477,0.1756815214,0.0088634127,0.007408522635514057,0.0007932543439219437,0.0017669751217775373,0.0015000687582046321,,0.198891668,0.007713061,0.0045999752245580745,0.001612661388923315,0.0017669751217775373,0.0007685917413973745,8.647029619282232e-05,0.3194989726,0.0074085226,0.005594651960804984,0.007034917612464607,0.001612661388923315,0.0011784670823942551,0.0008783281902254981,0.4584566562,0.0070435482,0.004715029823029419,0.004756897034735073,0.005669867665389025,0.003001821961381909,0.000211530206806682,1.0,1.0
201626606.0,19.5131742765,0.1589835116,,0.011160220837897734,0.013787583503541428,0.0019483818887622239,0.00776245567938581,18.3938493964,0.1432815067,,0.004422374270538433,0.013281251414036665,0.0015809900826704588,0.00776245567938581,17.3959725463,0.106142283,,0.0051267986525713434,0.010691453144264854,0.0015809900826704588,0.006887998468010049,16.5007949809,0.0750725491,,0.0051267986525713434,0.001423947324837094,0.0011047926344274763,0.01025553380557114,15.6932382451,0.0555485042,,0.013787583503541428,0.001423947324837094,,0.01025553380557114,0.0,1.0
201129544.0,15.5411202849,0.417250563,,0.05810038413966335,0.011763143896769647,0.010722028213272337,0.006225803731573935,16.5007949809,0.3624377484,,0.02778598845435465,0.011882755813404994,0.010722028213272337,0.006225803731573935,14.6869382291,0.3387085594,,0.02778598845435465,0.007685867615713639,0.005735107054058905,0.005150826077163392,17.3959725463,0.232496141,,0.027099797281264045,0.011882755813404994,0.007685867615713639,0.0003476002726281007,11.6888374783,0.1683711317,,0.006343349160933504,,0.004666594567758723,0.005513909967905869,0.0,1.0
201927024.0,0.2372943048,0.8428059773,0.13937512945073058,0.002475380941573894,0.0001496011568730902,,,0.0791003746,0.0089218933,0.00018267890454779154,0.0001496011568730902,,,,0.2626134687,0.0032512176,0.0002020514102304347,0.0019536536058832347,0.002437580155854711,0.00019185105313704467,0.002682725750425707,0.0483939196,0.0026827258,0.00017824887443646634,,,,,3.6928329286,0.0024362217,0.0005204874690903966,0.00010387043724942655,9.190705717802661e-05,9.064873018290937e-05,0.0001081375933754025,1.0,1.0
201769424.0,16.5007949809,0.0515293212,,0.02144319695048754,0.005561247005106462,0.007631081534303845,0.009847455451823415,17.3959725463,0.043696231,,0.02144319695048754,0.003550181812617681,0.007828452413281489,0.005589868004093027,15.6932382451,0.0387897593,,0.010941806577248124,0.007828452413281489,0.005420737361038572,0.0038423348159981863,18.3938493964,0.0231094291,,0.01987988335649383,0.011739935027143728,0.007828452413281489,0.005420737361038572,0.2444363812,0.0208525447,0.004967999579012732,0.005921634879963459,0.0016799942785197068,0.0025534660510229948,0.0021529812513179686,0.0,1.0
201536956.0,0.6306823454,0.6570705324,0.0004996608045261222,0.17469289800456247,0.07409681704663097,0.028313217722650847,0.007282323934928076,0.4012093014,0.0058048359,0.001054500808254379,0.0008104512996526976,0.0012378632098270237,0.002769384229015839,0.0015619101014807664,0.5957637611,0.0048883321,0.0026604468397866798,0.0010171056621387962,0.002946607733666578,0.00029653391253087755,0.00099702387897669,0.6702290969,0.0035719503,0.0010626828830646922,0.0008832133793085269,0.002567184615743486,0.002946607733666578,9.260853987233994e-05,0.1765909697,0.0029466077,0.0003155974501255239,0.002769384229015839,0.001555784150220214,0.0017271107547605546,,0.0,1.0
201814774.0,1.2369556569,0.6866951043,0.0002690049940355081,0.002897590197939055,0.0003748752691362013,0.0030665845478739487,0.0005527420032740287,1.170150036,0.1150642548,0.0007396605280859475,0.00031948036939761517,0.00022974987635285396,0.00014980241802628388,0.0001989348196388284,0.8862091647,0.067405248,0.0009680282554040389,0.0003748752691362013,0.00019449810290445967,0.003406731343780745,0.00040893213075061897,1.3129254724,0.0165736364,0.0001793089725518164,0.000654471822157278,0.00029098317800266163,0.0008131236206691584,0.00014980241802628388,1.0972741742,0.0035201486,0.002638399814921534,0.00034011930954155114,0.00022974987635285396,6.365572549992301e-05,0.003406731343780745,0.0,1.0
201664689.0,12.7079575728,0.787148285,,0.02950007551428667,0.014867875166494848,0.00473616012851824,0.000864508851997678,12.0399460697,0.4930024977,,0.02514890167894459,0.005430995654706371,0.0012931763354655942,0.000738850754152663,13.4544498949,0.4619007446,,0.02601555550994245,0.005430995654706371,0.002126070535847307,0.00064802171087968,16.3327024096,0.1360729188,,0.06316574877603906,0.003837804668667411,0.002126070535847307,0.002126070535847307,14.1678043021,0.1109271604,,0.02601555550994245,0.003837804668667411,0.002126070535847307,0.00064802171087968,0.0,1.0
201462240.0,9.3669805337,0.6851463571,0.08046482066715512,0.015100953999329078,0.0027558918385531,0.001259372737324293,0.0017426050577910572,8.899060244,0.3728257588,0.07944937329269716,0.005699940141242239,0.0023982017946074115,0.0010643706045335905,0.0017426050577910572,9.8868390901,0.3485765865,0.04486748876678443,0.015614636682270585,0.003238335532866279,0.001418554222616745,0.001062426669993045,6.4867558619,0.0987833745,0.02069808612752527,0.0023822088223325395,0.001062426669993045,0.0017426050577910572,0.0017793561943740322,16.8475780976,0.0580395473,,0.035207895132942466,0.02845030893770912,0.0034542338732567813,0.0032861970038953066,0.0,1.0
201753254.0,19.2785420223,0.0933958292,,0.027865771797381214,0.008911573729583979,0.005008253121186526,0.004516024002177944,18.1852193886,0.0714383689,,0.03151062153533621,0.008911573729583979,0.003911371583681202,0.004516024002177944,8.4756649376,0.0315106215,0.02488633917409513,0.0025974720401856586,0.003569072114747591,0.0023612522913176066,0.007634129080856966,14.5536204969,0.0313576026,,0.008911573729583979,0.0023181094714742004,0.0018398956838995074,0.003195480218934605,13.8019157846,0.0226655434,,0.008911573729583979,0.0018485434548869651,0.003195480218934605,0.003569072114747591,0.0,1.0
201766747.0,14.4227013221,0.0556927214,,0.01278155301605295,0.009377896309322464,0.0032457322225359552,0.0070523066637820575,12.5096512518,0.0546394331,,0.01278155301605295,0.007575256625709261,0.0069481300995577885,0.0070523066637820575,13.6841167457,0.0473573653,,0.01278155301605295,0.007575256625709261,0.0032457322225359552,0.00268882312989874,15.2455631874,0.0439818706,,0.008487822371183893,0.009377896309322464,0.0015534352638068905,,18.1852193886,0.0439685733,,0.01771333601954748,0.0076458766947576275,,,0.0,1.0
201499998.0,8.5662338821,0.7187973995,0.04017931217545479,0.018139477755885477,0.006715702313498574,0.0018868746654246687,0.0018696707834012223,9.049751361,0.3768339005,0.028820470805768668,0.018139477755885477,0.005671291675619923,0.0018868746654246687,0.0016070303837167643,8.1317634103,0.3520851981,0.042674853844455525,0.005405427078401559,0.0008566352201794979,0.0016070303837167643,0.0007231053884588452,10.399891665,0.0796511179,0.010897666692212999,0.023303370773089124,0.0025578864803584697,0.0008566352201794979,0.0007887101173582958,7.2822613528,0.0432472519,0.042674853844455525,0.0025578864803584697,0.0008566352201794979,0.0007887101173582958,0.0007231053884588452,0.0,1.0
201933700.0,20.0,0.0503261658,,0.004069080422718195,0.005275563568513928,0.0073529826638754955,0.007683636361950603,18.8258077168,0.035033899,,0.005644418074428205,0.004811181008892961,0.0073529826638754955,0.00972463759803129,17.7818425988,0.0187129169,,0.005644418074428205,0.004811181008892961,0.0045017671271605246,0.00972463759803129,12.7079575728,0.0151404121,,0.004120598294750329,0.0045017671271605246,0.014808388792299471,0.00857690763933825,2.973669945,0.0148083888,0.0028658230377155095,0.012570155205265159,0.008985984360693216,0.005228402861557354,0.007199767623657436,0.0,1.0
201146397.0,11.1989617359,0.6685867474,0.028770964880505442,0.08257337653266555,0.007982277205118939,0.009911315661058379,0.00427079247144418,11.8617941431,0.4020386361,,0.029144225078143824,0.004944113433351286,0.009911315661058379,0.0036154998759897958,10.6062865982,0.3738758067,0.029763907825424183,0.029144225078143824,0.009464035657067198,0.0036154998759897958,0.002226569617520926,12.5096512518,0.0864674677,,0.01792548681224961,0.002567377240013615,0.009906176158251808,0.0021643615114444715,9.3669805337,0.0710731474,0.029763907825424183,0.006406087772359092,0.005619026106312371,,0.002584281571135993,0.0,1.0
201193666.0,0.4329632285,0.6855627472,0.060353826866426756,0.06276801255293885,0.0038587777787216153,0.028610710461815323,0.051983167128104225,0.0471112708,0.0408850688,0.002300268410468753,,,,,0.0602151509,0.0214842741,0.005976961150481897,,,,,0.0834218627,0.0103136067,0.004056396989611606,,,,,0.2672090781,0.0068254453,0.0027380957448985307,0.005347211476417068,0.0005652051517551931,0.002317980358926078,0.0016760044827467018,1.0,1.0
201458798.0,0.6193731748,0.5537099967,0.04688986477576054,0.15263253106556712,0.05482389293063559,0.006436978624627099,0.009761860648949761,0.2064732113,0.0191958834,0.0030041008971508974,0.003995831285366399,0.005857378399285647,0.014324586248837583,0.013457823683672694,0.0476446667,0.0143245862,0.0038756408341937645,,,,,0.0442421491,0.0134578237,0.005067903561197938,,,,,0.0563071311,0.0097618606,0.003995831285366399,,,,,1.0,1.0
201518531.0,20.0,0.0276712875,,0.010043484387672965,0.013286225148072199,0.004854262624112691,0.006968759138529905,2.029068216,0.0236958844,0.006968759138529905,0.006526593091503322,0.005446424574763498,0.007491937389562853,0.0047274886181164055,18.8258077168,0.0186636015,,0.010043484387672965,0.009087920583909037,0.004854262624112691,0.008166395584972798,2.9791955187,0.0172555229,0.004854262624112691,0.005894038071027069,0.006526593091503322,0.005287166483899794,0.004255279689910634,13.3424833649,0.0139592347,,0.013286225148072199,0.0032329871398315865,0.008166395584972798,0.010094834527743343,0.0,1.0
201607088.0,0.5308790598,0.4591430134,0.1594928258007278,0.09258497424165363,0.026194582555834203,0.007695080256527311,0.011733492743581908,0.1769612972,0.0218130625,0.0006327018487612848,0.0018972374859982178,0.007695080256527311,0.01314808729995778,,0.0482628109,0.0117334927,0.002091505017425894,,,,,3.2248826331,0.003747198,0.0003690740031666028,0.0005648756419695121,0.0008039597025704834,0.00043438417740004984,0.0009556995603590616,0.5593880951,0.0033255173,0.00022291583767767944,0.00228310485406693,0.002575619312104627,0.0015885342355468307,0.002091505017425894,1.0,1.0
201700240.0,12.4128010344,0.6118972675,,0.03902985771211977,0.009699648897935374,0.002594799164512178,0.003944158375108772,11.7746807108,0.4271385137,,0.02896908165185165,0.009699648897935374,0.002594799164512178,0.003944158375108772,13.1240494215,0.4039674525,,0.020260471078107106,0.023891534207706035,0.0028289399183990096,0.0024143760139793604,11.1989617359,0.1528183933,0.005773776236079723,0.025284034030635488,0.0028289399183990096,0.0024143760139793604,0.0032243309660888115,13.9217605685,0.0943846057,,0.022864415524272996,0.025284034030635488,0.0014656612324434588,,0.0,1.0
201517854.0,0.2796817227,0.8575271026,0.12686148317141366,0.0027932650344285317,0.0024373247519178655,,,0.9926531414,0.0033719832,0.00046817840132732454,0.00015556849669847242,0.003104044895344841,0.00014790693950644698,0.003037832769791342,0.0890515359,0.0030715583,0.0002080018333576456,0.002403449536709538,,,,0.0653283255,0.002793265,0.001025562522966582,,,,,0.1091335198,0.0025789831,0.00042080597714817374,0.0024749603731301943,,,,1.0,1.0
201751532.0,15.4784746856,0.0237362064,0.01415998676390618,0.011465112084226866,0.014255512168865659,0.016145564287081055,0.010964946052664355,12.0399460697,0.0226699273,,0.01494652358814482,0.008419918897306457,0.01446661272763608,0.014255512168865659,0.8092706048,0.0156405367,0.010964946052664355,0.006074634374624295,0.010571244041233661,0.0024032081185500504,0.0024342141502921195,6.9058602426,0.0150505159,0.012430411223303961,0.013045888932433386,0.012647489571616067,0.010964946052664355,0.014081169634098082,16.5007949809,0.0141599868,,0.00982345525427392,0.011828396780345413,0.0072090274154114915,0.012733720710266103,1.0,1.0
201839237.0,20.0,0.0460697751,,0.008164194224671803,0.0046033619798902204,0.005434162480161986,0.002578335762105459,18.8258077168,0.0382172789,,0.0054046733602500585,0.0034362026083105753,0.004347439305806137,0.0027267958128996844,14.5536204969,0.0269933323,,0.0034362026083105753,0.0027417758498747974,0.0047790598208085275,0.005734381714142227,17.7818425988,0.0228493433,,0.0049069071381916156,0.0027417758498747974,0.0011451228995724367,0.00497320859651294,15.3919230384,0.0178518016,,0.002256633669570081,0.0027417758498747974,0.0003494676516373098,0.0055575598320765016,0.0,1.0
201505569.0,17.0264937368,0.0463862862,,0.006153514500867547,0.00860876942614847,0.003841589556432889,0.0023910946145541618,17.9812690236,0.0372149481,,0.005514574144246865,0.007225831091914686,0.004611578946095563,0.0018594163694726626,2.0316393746,0.0368870726,0.0018594163694726626,0.012140980595273396,0.005002066151742418,0.003548741759941356,0.0050202108423318915,16.168,0.0348208102,,0.005875735521025291,0.00860876942614847,0.000997231372368252,0.0038131682289935364,20.0,0.0259730144,,0.004492219150137194,0.005875735521025291,0.003992227156740712,0.000997231372368252,0.0,1.0
201198562.0,14.5536204969,0.0431999984,,0.004418110853003682,0.007514332678766338,0.010538277691766892,0.0109249631059637,13.8019157846,0.0311228646,,0.0027469226867394446,0.0041628073851618,0.010538277691766892,0.007903889162990283,15.3919230384,0.0291525392,,0.004418110853003682,0.007514332678766338,0.0015790039023080853,0.006573416634314031,9.3125735143,0.0129054696,0.005110063717609425,0.000874185375287146,0.006573416634314031,0.0038501852177126113,0.004642063153563942,13.1240494215,0.0098419243,,0.005174813584998937,0.000874185375287146,0.006573416634314031,0.0038501852177126113,0.0,1.0
201933752.0,16.8621897265,0.0453015673,0.028749407835757895,0.019318317136234605,0.009989710272337401,0.010137891414180948,0.012688882652791946,20.0,0.0395574117,,0.02851496821778308,0.028151515224951882,0.023856047792521724,0.01860384949971991,13.4544498949,0.0299256117,,0.028151515224951882,0.019318317136234605,0.017179123877229797,0.007699655409743106,11.1989617359,0.0285149682,,0.028151515224951882,0.017179123877229797,0.009989710272337401,0.010137891414180948,6.0923716443,0.0281515152,0.015755976146791226,0.009989710272337401,0.010499157283079793,0.006657051755926957,0.009879973530198802,1.0,1.0
201870289.0,8.0098874623,0.3196584824,0.05247988807989061,0.0283193173654816,0.008580366730129914,0.0028614074931917646,0.0019691433043444308,7.0578612653,0.2550343706,0.051031035776748175,0.017317688378597013,0.0028614074931917646,0.0019691433043444308,0.0009516305764256394,7.5926365326,0.1318318786,0.051031035776748175,0.0283193173654816,0.007206466748779077,0.0010414730595851612,0.0004444502932078992,6.001156503,0.1274343555,0.06539679593336928,0.017306572720429948,0.0028614074931917646,0.00036807002875075136,0.0017616215430242583,20.0,0.0972268261,,0.03983130425512944,0.07678262858491613,0.044068270244560115,0.0283193173654816,0.0,1.0
201850413.0,0.0679618215,0.8533054517,0.00273044560184736,,,,,0.0829986463,0.0217472439,0.0030870263194178434,0.006004460300018778,,,,0.0437197679,0.0041795065,0.0030888612265492746,,,,,0.053212405,0.0035018259,0.00145260796921699,,,,,0.4036334261,0.0033372327,0.0005794907010936656,0.0002102002599881526,0.00273044560184736,0.0030888612265492746,0.002467370714494462,0.0,1.0
201398311.0,0.4645673483,0.6108516778,0.000399337568068118,0.1657924888471376,0.0850131472477516,0.036761591560031864,0.01774145195682469,0.0774272357,0.0083358688,0.0018339693788720043,0.00035548982367724686,,,,0.0663667354,0.0035518541,0.0004908205677713624,,,,,0.5203546635,0.0034391497,0.000399337568068118,0.0007531608098251594,0.0018339693788720043,0.0004908205677713624,0.0019295164669289435,0.4355410775,0.002432938,0.000399337568068118,0.0007531608098251594,0.00030326893657353724,0.0005216164532219024,0.0005216164532219024,0.0,1.0
201257260.0,9.5911179938,0.6870863124,0.01326382920136649,0.010179814645165809,0.005746776523987311,0.0014935040639441732,0.002064950825230802,9.101122264,0.3694321838,0.028467917068049627,0.008563808022399338,0.005695836823785884,0.0012397307205756069,0.002064950825230802,10.1368778131,0.3393547802,,0.009444207912629728,0.002877890472054372,0.0025879805787969454,0.0008331296403186877,11.6042368656,0.096027876,,0.021140712042711715,0.007781814317952652,0.0025879805787969454,0.00040874679593717693,8.1732171174,0.0652114973,0.04244501248179961,0.005615727699217539,0.0011462249540178785,0.00040874679593717693,0.0020372673867865326,0.0,1.0
