,Period_1,PeriodAmp1,P1 0.5 Harmonic Amp,P1 2 Harmonic Amp,P1 3 Harmonic Amp,P1 4 Harmonic Amp,P1 5 Harmonic Amp,Period_2,PeriodAmp2,P2 0.5 Harmonic Amp,P2 2 Harmonic Amp,P2 3 Harmonic Amp,P2 4 Harmonic Amp,P2 5 Harmonic Amp,Period_3,PeriodAmp3,P3 0.5 Harmonic Amp,P3 2 Harmonic Amp,P3 3 Harmonic Amp,P3 4 Harmonic Amp,P3 5 Harmonic Amp,Period_4,PeriodAmp4,P4 0.5 Harmonic Amp,P4 2 Harmonic Amp,P4 3 Harmonic Amp,P4 4 Harmonic Amp,P4 5 Harmonic Amp,Period_5,PeriodAmp5,P5 0.5 Harmonic Amp,P5 2 Harmonic Amp,P5 3 Harmonic Amp,P5 4 Harmonic Amp,P5 5 Harmonic Amp,Period Doubled,Campaign Number
201488452.0,0.5902802598,0.5230673511,0.000774883916617711,0.09973851062941694,0.04297978777321359,0.012846706153354356,0.005218339364505163,0.4200233863,0.0066640772,0.0012246310706624452,0.0025643918227519187,0.0025686637097843763,0.0018437536960549921,0.0016542620188990703,0.1733077457,0.0051593708,0.002346014740497644,0.0018082126950546172,0.0011685625439363072,0.001665845999006707,,0.6250274677,0.0040094706,0.0022319766244845644,0.0021041074819097066,0.0012082398836375323,0.0009001293355459203,0.000499901984231812,1.4560021841,0.0031848551,0.0024104219165938666,0.00260371427703294,0.0015970770826095088,0.002346014740497644,0.0007101375807493092,0.0,1.0
201646800.0,20.0,0.1299828472,,0.007967904490874176,0.014278830820563604,0.005798513989514225,0.005233772772233184,18.8258077168,0.0760991553,,0.005875281560760992,0.013335279436407842,0.005798513989514225,0.0032188919442331407,12.4128010344,0.0339847785,,0.0120378331461675,0.0028908556214102873,0.005250487433553335,0.005296701293599945,13.1240494215,0.0207017032,,0.014278830820563604,0.0028908556214102873,0.005250487433553335,0.002753181644743779,17.7818425988,0.0202048533,,0.008482492099244178,0.004158186292006518,,0.0023840049515217246,0.0,1.0
201549223.0,13.0174927114,0.0265021282,,0.0036751972184389556,0.00797605957592579,0.007732672671987211,0.006177160488370189,17.586791243,0.0254529537,,0.010037025058349183,0.0023404824075756673,0.007732220446433708,0.00561259598576079,16.6723834748,0.0198377096,,0.010037025058349183,0.0033070632939714915,0.006668584486612607,0.007195308905323848,18.607321978,0.0174308388,,0.011056480937755098,0.0036151740142663213,0.006914663425223063,0.002196906782121565,1.9174429434,0.0173094882,0.0010670103848743724,0.009849547086154901,0.0056687582346022156,0.012755400509235156,0.004945596050494257,0.0,1.0
201507195.0,15.8483635313,0.0220569469,,0.01050987099985342,0.014227656284856768,0.0055049983242284675,0.006974990856578569,2.0316393746,0.0217870631,0.005667927464024546,0.006610608217113881,0.00398606124374522,0.0052596715854753544,0.005927016599171263,11.1989617359,0.0185400454,0.011627746455193771,0.011418349374924289,0.0055049983242284675,0.009526224823771162,0.008469371064435812,14.961037949,0.0143672272,,0.0098035228867962,0.010013056581790756,0.0045801890361472745,0.0045801890361472745,0.2461627422,0.01430309,0.0052596715854753544,0.005185067055607825,0.002202033692904981,0.001440565319198029,0.001837099336425619,0.0,1.0
201751439.0,13.8019157846,0.0650771532,,0.008324002305846267,0.0029165105227976986,0.0036004202442194706,0.0030201041043693803,14.5536204969,0.0609619276,,0.008324002305846267,0.003383106816576189,0.0036004202442194706,0.0032121586746989236,13.1240494215,0.0584799404,,0.007663800718411927,0.0029165105227976986,0.0032121586746989236,0.0030015385561404577,15.3919230384,0.0498995351,,0.006181574130493683,0.003383106816576189,0.0029165105227976986,0.002529638138173314,12.4128010344,0.0376666718,,0.007663800718411927,0.0029165105227976986,,0.0030015385561404577,0.0,1.0
201673708.0,13.1240494215,0.4910667908,,0.008311239651475628,0.003918813487228537,0.007826140604628697,0.003733102538098087,12.4128010344,0.3458947998,,0.0029673099725669562,0.003918813487228537,0.003733102538098087,0.002895813029865108,13.9217605685,0.3059757798,,0.009685922222831682,0.00526693091839221,0.002642225569183093,0.003733102538098087,11.7746807108,0.0974079447,,0.004935520288013132,0.002225148389735906,0.0019499034517289268,0.002895813029865108,17.0264937368,0.0805939384,,0.028698109653006603,0.00526693091839221,,0.0021865352828261213,0.0,1.0
201540013.0,0.8072333354,0.78860545,0.0020950436573786034,0.1368246794462353,0.02215421143877424,0.002853194482633287,0.006293259514217184,0.8559302577,0.0139269204,0.0018832220606015088,0.0031853011102268417,0.0019872617080660083,0.0012074440122882744,0.0026074825723648495,0.3522057228,0.0133158465,0.010644717056333906,0.0019046032530736078,0.0020546317195951854,0.0024236003108031546,0.0038482008215333322,0.7425549196,0.0106447171,0.0020644004866465066,0.0022157965727507348,0.0031723758136057915,0.0019046032530736078,0.006293259514217184,0.9309785106,0.0080497936,0.0018832220606015088,0.0039917716868412695,0.0019872617080660083,0.0012074440122882744,,0.0,1.0
201789080.0,11.6888374783,0.2239866989,,0.0024250776972068446,0.0023893291684905244,0.0018439458205130163,0.0033798081133667047,12.3174389325,0.1421279273,,0.010894285600356343,0.0025204965195122194,0.0014910179976740277,0.002217304311843366,11.121280139,0.1346891928,0.03513621332026464,0.0024250776972068446,0.0023893291684905244,0.001809190841575295,0.002217304311843366,14.5536204969,0.06247954,,0.021804384934753594,0.0025204965195122194,0.0014910179976740277,0.0008640598174637948,13.8019157846,0.0386416765,,0.007918438911934384,0.0025204965195122194,0.0014910179976740277,0.0008640598174637948,0.0,1.0
201407812.0,2.827275823,0.1254760533,0.1122790951071367,0.10163221637896352,0.07582217124693051,0.06059074121521027,0.03624173139865265,0.9424709581,0.115302199,0.0030515465165349993,0.008517713052432499,0.03624173139865265,0.017759354131015315,0.006318648293571374,0.5653051145,0.0878861432,0.005223280582253936,0.017759354131015315,0.006318648293571374,0.0042588804108187545,0.0012197371463061198,0.4038367595,0.0605907412,0.005600437080973776,0.007793338897177419,0.0033951786539350996,0.0005693096012018107,0.0006730406474456877,0.256973258,0.0177593541,0.006916522887721777,0.0012197371463061198,0.0006730406474456877,0.0006876370258453182,0.000681929437739632,1.0,1.0
201382417.0,5.2027287939,0.0951221848,0.0006439038201839833,0.09154597163582118,0.045116328180498294,0.08989596182271127,0.044418963748584124,0.8661024824,0.0837196476,0.0008923190066198874,0.05763493857346994,0.039443374003934155,0.01958939904463581,0.006418856484938827,0.6498546251,0.075899245,0.0011307049284210347,0.048595670298865364,0.01958939904463581,0.006418856484938827,0.0004705662254613622,0.5196800095,0.0665116972,0.0009134621033498414,0.02531908411705975,0.006418856484938827,0.0004705662254613622,0.0005616108548152871,0.3712916403,0.0485956703,0.04043108558782152,0.009998194285903622,0.0004705662254613622,0.0005469494796319168,0.0005335787174663455,0.0,1.0
201749821.0,1.4019964365,0.5625971039,0.11649527413863876,0.20621802716202414,0.06264263918290029,0.010021082984355442,0.0024324634420044198,0.4674115014,0.0887538838,0.0007621763198835689,0.002286747781119963,0.0024324634420044198,0.0018026625333972424,0.0018026625333972424,0.2804359432,0.037496013,0.003133480810103295,0.0008421223724092885,0.0018026625333972424,0.0013213599153264648,0.001415792261517474,0.2003330624,0.0105161815,0.006681418394771162,0.0018026625333972424,0.00043384561764481775,0.0015683162790463378,0.0013498561724942426,0.3768773816,0.0066814184,0.005590940808883166,0.0014642217740102263,0.0008421223724092885,0.00032363414242441503,0.000322091688104581,1.0,1.0
201617930.0,12.6080246914,0.0215661437,,0.011630685692340556,0.0020146308750468517,0.003257449852293444,0.0026395607062339,15.8483635313,0.0127047889,,0.011732398001235118,0.004000192942203426,0.003257449852293444,0.003257449852293444,11.9502061775,0.0120408931,,0.007012582876835877,0.003203895745752283,0.0017658962506319391,0.0019223670519704637,7.216704098,0.011732398,0.010730273520658577,0.003257449852293444,0.001908325061052004,0.005958610704373053,0.0031663936635799813,20.0,0.0109245636,,0.008987128718636475,0.007471756206013191,0.0029920385900277513,0.0011807348646320195,0.0,1.0
201927431.0,17.7818425988,0.0628265708,,0.01525588209358537,0.007372252388665437,0.002848597206586631,0.0044906613958415435,0.2451839886,0.0620772948,0.005919840740432532,0.011839887838328074,0.0021778363621014615,0.002207197014210226,0.0019221469199401844,16.8475780976,0.0561225353,,0.013073234073307204,0.003459023559746807,0.0024477197168622173,0.014929275453429024,18.8258077168,0.0525307825,,0.01525588209358537,0.008248321800495353,0.003408072546935907,0.00034097925015882203,16.0065862148,0.0373345298,,0.005041566925305356,0.003408072546935907,0.00030471820497608357,0.014929275453429024,0.0,1.0
201810513.0,1.6459577076,0.1264408316,0.016090686221964086,0.12061535149052884,0.09778038372980499,0.09181939418354963,0.07826656183402486,0.1372197798,0.0692285623,0.005264558593895642,0.018429793534628567,0.0011652927207945686,,,0.1176200675,0.0578875352,0.005264558593895642,0.008480780346847952,0.00015344672081294607,,,0.1029129961,0.0467148385,0.002378824244983036,0.0025858443350717476,,,,0.0914802836,0.0379397187,0.0017253833655902465,0.0004958427403394397,,,,1.0,1.0
201704541.0,0.411357182,0.8861501364,0.06979148088537045,0.05892344368565554,0.004174555853200128,0.0028829953908024847,0.0028070623622505164,0.1371258915,0.0106490045,0.003558307209429261,0.002849285321477622,0.0027990553408944532,,,0.3035305714,0.0035583072,0.00047486072365135755,0.00028503524723153255,0.0023756064311339737,0.002849285321477622,0.0028829953908024847,1.2743150793,0.0030240202,0.000353942846405252,0.00036902863529165016,0.0003505280481842303,0.00021623271649229915,0.00039822278696969877,0.0643864873,0.0026183629,0.00019362404613712495,,,,,1.0,1.0
201824843.0,15.101960553,0.0415761492,,0.014267681662861981,0.010532085517542727,0.013287778713246412,0.011697231997060943,0.2451464996,0.027909046,0.006763571093547472,0.009026031450755657,0.001432606887353901,0.001711046777630286,0.0015786741036599126,14.2941165522,0.025461425,,0.01831392012009455,0.012762719205866564,0.008149868751655541,0.008939172998798454,16.0065862148,0.0253592341,,0.016704119476788452,0.010239376695546934,0.013287778713246412,0.008149868751655541,6.5934613139,0.0183139201,0.012815860356569125,0.0010486614579200458,0.016686464835081113,0.01180826905623592,0.012673646392374598,0.0,1.0
201423623.0,20.0,0.0443004913,,0.006281015125621422,0.010551299153371333,0.015177577106802773,0.01220253990819342,18.8258077168,0.0320690071,,0.006156900127137034,0.01087936598806116,0.01220253990819342,0.01848236847375362,14.5536204969,0.0284150646,,0.008057852845438404,0.011379850933098276,0.021419263666134284,0.021419263666134284,1.9406519042,0.0257032667,0.011915598491795817,0.007359488211939737,0.008976525912728607,0.012955407906393863,0.005569015100291714,13.8019157846,0.0247981238,,0.001215420897487971,0.011379850933098276,0.021419263666134284,0.015357794403485562,0.0,1.0
201379113.0,14.1781359327,0.009522066,0.003632673687090716,0.006721841213053087,0.009022075128753266,0.006918736096547793,0.008472564446658625,2.6493579969,0.0090220751,0.007200329410697116,0.008472564446658625,0.007989499525411153,0.007519775793804976,0.007132347585302257,1.1163749431,0.0083533689,0.00642961503733375,0.007025823430294173,0.006140952517955833,0.004938945653328705,0.004035350224766676,0.9645845082,0.0079894995,0.0068584282260045325,0.006645407047387205,0.0059312196519907935,0.004445905073436136,0.003170290067105153,1.5166020909,0.0079713261,0.006074326286531753,0.007519775793804976,0.005545443981827943,0.006253390524637216,0.0059312196519907935,1.0,1.0
201610136.0,19.2785420223,0.3221565881,,0.2915699786329504,0.042609566067535895,0.018393692847617184,0.005913721483768497,18.1852193886,0.3182614424,,0.2915699786329504,0.042609566067535895,0.005913721483768497,0.0022173429128888806,17.2092502129,0.2902518233,,0.22500430993521844,0.035987890364021204,0.0032174318931785877,0.0010912637903188675,16.3327024096,0.2280204259,,0.011692728556252866,0.018393692847617184,0.0010189005739115226,0.0010912637903188675,15.5411202849,0.1606944536,,0.03033462989856663,0.004539205968401604,,0.0012649334194792794,0.0,1.0
201940767.0,0.2937206774,0.9479906885,0.04754272174420597,0.005918875587507229,0.003303455990764719,0.00017569261140921424,,0.0668175669,0.003703999,0.0004915141185554215,,,,,0.3662869838,0.0036848587,0.0035833360311018697,0.0028585225255049803,0.000391486606714691,0.0034730628377708105,0.00020057910441189736,0.0525066278,0.003303456,0.002702871300797532,,,,,0.0459949209,0.0029110953,0.0014990663444755937,,,,,1.0,1.0
201381586.0,16.168,0.0546442778,,0.006021445341354347,0.007154277718650201,0.007381735142395841,0.007670434029883407,15.3919230384,0.0443637677,,0.004898917118732737,0.006751627870069153,0.007381735142395841,0.007670434029883407,17.0264937368,0.0413434359,,0.004898917118732737,0.02178249048542715,0.0030096582929760598,0.005547690170969091,12.7079575728,0.0236531499,,0.02178249048542715,0.0030096582929760598,0.007670434029883407,0.007670434029883407,0.2462761783,0.022314438,0.006253288473932902,0.004707592039805638,0.002139574299858021,0.0021627362227543837,0.0018175415761747015,0.0,1.0
201330992.0,14.961037949,0.0246306258,,0.009831969849555642,0.00758656017866298,0.004747921911419535,0.0055455470604473265,10.2667005334,0.0234765393,0.00454952505717601,0.0037187954839654944,0.004899468954644235,0.0055455470604473265,0.007156347586695784,15.8483635313,0.0170007257,,0.008581210358714718,0.0044440577858330535,0.004423533634028605,0.004899468954644235,14.1678043021,0.0162881368,,0.008581210358714718,0.004423533634028605,,0.003516139546334344,10.8210395795,0.0113211373,0.002109305553495678,0.0044440577858330535,,0.0010389773886754865,0.006767944605227557,0.0,1.0
201511174.0,11.9502061775,0.7625609797,,0.01918746609378759,0.0247228262860373,0.004395058206997606,0.0015742187804128885,11.3576266675,0.5077604836,,0.015216957860612185,0.010061369614700546,0.0036385374211049724,0.0016940970984283075,12.6080246914,0.4804245391,,0.01918746609378759,0.00472370165625104,0.005454507973683725,0.00080670666390541,14.961037949,0.1632664036,,0.02651622527817486,0.005961082248231639,0.005454507973683725,0.004883004086917135,15.8483635313,0.1149970172,,0.02651622527817486,0.003034475796689572,0.004637449517271476,0.005454507973683725,0.0,1.0
201748885.0,8.5207087462,0.0153190807,0.006983437824192476,0.004260948637466264,0.010293564197862258,0.004946515345081726,0.0040799522567748605,9.826244946,0.0141819662,0.010131246408919149,0.004260948637466264,0.006547328885326067,0.004946515345081726,0.003874569435991615,0.2457100405,0.0131887604,0.005572518529921269,0.005860334323623665,0.0036969085987133927,0.002933025883570003,0.003192649827402694,11.7746807108,0.0113508965,,0.00912070431468489,0.0007208060171993233,0.004885252276102072,0.0024011113743492053,6.7037360335,0.0091207043,0.0067544140915058275,0.002700148703823384,,0.006184898348631313,0.006184898348631313,0.0,1.0
