,epic,DJA_period,SJH_period,class,probability
0,201768602,15.002769,19.75358815, Noise,0.982866
0,201832116,1.205274,1.205338155,  GDOR,0.9130950000000001
0,201185922,13.237776,17.02649374,  RRab,0.726632
0,201927431,18.753474,17.7818426, Noise,0.9834799999999999
0,201384087,10.033705,10.07318993,OTHPER,0.992733
0,201159302,19.940432,18.82580772, Noise,0.9826090000000001
0,201536956,0.6299399999999999,0.630682345,  RRab,0.619929
0,201615601,1.18711,1.185727056,  GDOR,0.974643
0,201446898,13.580101,16.50079498, Noise,0.98265
0,201738755,14.320839000000001,14.68693823,OTHPER,0.990714
0,201716883,0.555659,0.555704294,  RRab,0.944782
0,201873161,19.940407999999998,19.75358815, Noise,0.985196
0,201720674,13.580105,13.80191578,OTHPER,0.9921690000000001
0,201686483,12.117655000000001,12.22353091,OTHPER,0.994418
0,201908974,19.940409,17.7818426, Noise,0.98456
0,201280924,19.940429,20.0, Noise,0.987972
0,201167905,11.090744,11.0446688,OTHPER,0.9922030000000001
0,205703649,4.051145,8.114579151000001,    EA,0.9877870000000001
0,202851823,0.958363,0.9614508270000001,    EB,0.983295
0,204787022,14.637616,20.0, Noise,0.983627
0,203819777,7.53198,7.592636532999999,OTHPER,0.991135
0,204185956,13.261431,15.39192304,    EA,0.938837
0,202683805,8.432552000000001,16.68669267,OTHPER,0.996007
0,203026255,0.046692000000000004,0.043156077, DSCUT,0.931984
0,205405404,0.643412,0.643356936,    EB,0.9995430000000001
0,203656237,0.115523,0.115518372, DSCUT,0.981323
0,205495245,0.469041,0.468915239,  RRab,0.9910200000000001
0,204508330,16.506266,11.86179414, Noise,0.9872780000000001
0,204531124,3.428922,3.937712786,    EA,0.82525
0,203783195,1.562117,0.780511106,    EA,0.9374459999999999
0,203724283,14.500851999999998,11.68883748,    EA,0.708079
0,204676841,1.527153,3.065097094,    EA,0.936392
0,205089975,0.054304,0.054304619000000005, DSCUT,0.9908459999999999
0,202643279,2.3437919999999997,2.343721151,    EB,0.9116190000000001
0,204470067,1.844934,1.823660714,    EA,0.727722
0,203976840,19.892182000000002,20.0, Noise,0.986509
0,202679718,0.454478,0.454503489,    EB,0.9384
0,204105782,14.777023999999999,16.67238347,    EA,0.703855
0,204820375,11.408729,11.35762667,OTHPER,0.993706
0,203749720,0.345411,0.34542067299999996,    EB,0.9875079999999999
0,203463506,0.6959350000000001,0.6958511959999999,    EB,0.997001
0,203929178,2.308914,0.892126546,    EA,0.970936
0,204780832,0.46385299999999996,0.46389526299999995,  RRab,0.669004
0,203542570,9.946076,20.0,OTHPER,0.992749
0,202674012,7.777396,7.779888262999999,    EA,0.9132309999999999
0,203964886,19.892178,6.001156503, Noise,0.98254
0,203593664,0.688982,0.688949253,  GDOR,0.872841
0,203692906,0.70176,0.7016117390000001,  RRab,0.708593
0,204966750,0.38150700000000004,0.381541079,  GDOR,0.6854359999999999
0,205717017,19.89217,20.0, Noise,0.987245
0,204199860,0.075225,0.043892118, DSCUT,0.9294819999999999
0,204230492,16.683737,16.67238347, Noise,0.983125
0,205043428,1.334125,1.339246166,  GDOR,0.70257
0,205123245,15.211641,14.96103795,OTHPER,0.9933219999999999
0,204951319,14.366549,18.60732198,    EA,0.783145
0,205558024,0.5679310000000001,0.567707121,  RRab,0.630272
0,202844711,6.181629,6.176451665,    EA,0.9872489999999999
0,203942067,3.283784,3.284892736,    EA,0.9970950000000001
0,204778376,0.47947700000000004,0.481591803,  RRab,0.771544
0,204236712,16.162369,0.6922212320000001,    EA,0.825982
0,203596245,0.46164499999999997,0.461624649,  RRab,0.978497
0,202872758,14.500841000000001,14.04370486,OTHPER,0.993287
0,203011840,15.672610999999998,20.0,    EA,0.792912
0,204576757,11.622383000000001,7.739237342999999,    EA,0.989592
0,204556512,1.6162370000000001,0.487448509,  GDOR,0.898408
0,202963882,0.630855,0.6308268810000001,    EB,0.931543
0,203911955,19.892160999999998,19.27854202,    EA,0.956625
0,205463986,2.3244759999999998,2.325028004,    EA,0.963051
0,203636784,6.805210000000001,6.805678636000001,    EA,0.916226
0,203907133,0.092544,0.09254160300000001, DSCUT,0.893193
0,203031097,0.8511190000000001,1.7027701780000002,  GDOR,0.9259129999999999
0,205131464,1.554697,1.554966354,    EB,0.991323
0,204181806,0.059674,0.059675017999999996, DSCUT,0.980823
0,204171214,10.483699,18.393849399999997,    EA,0.75017
0,204034714,13.372260999999998,16.168, Noise,0.9839100000000001
0,204903894,0.6266510000000001,0.626003629,  RRab,0.661624
0,203538499,6.281733,12.46902957,OTHPER,0.991944
0,205060983,0.329669,0.32968771399999997,    EB,0.952993
0,204604359,0.478,0.479288338,  RRab,0.727238
0,205054021,0.064676,0.064677392, DSCUT,0.968461
0,203594870,16.865089,17.20925021, Noise,0.9812129999999999
0,205670640,0.587278,0.586823483,  RRab,0.6565380000000001
0,202619356,11.666091,11.68883748,OTHPER,0.990511
0,203656002,17.834343,20.0,    EA,0.792024
0,205062129,0.513092,0.513041994,    EB,0.998749
0,204965815,0.768874,0.768907302,  GDOR,0.77878
0,203361171,7.336114,7.318242242,    EA,0.9998809999999999
0,202688980,1.455524,1.4560021840000001,    EA,0.7872520000000001
0,205050711,4.2980339999999995,8.592975507,    EA,0.9190510000000001
0,204994280,1.50786,1.959627559,  RRab,0.6514
0,204059927,10.774914,3.6514747730000003,    EA,0.8324870000000001
0,205040035,0.054772,0.054773992, DSCUT,0.956318
0,203728604,12.1218,12.03994607,    EA,0.888892
0,203485624,0.841197,0.84114857,    EB,0.9892620000000001
0,203596258,0.46164499999999997,0.461491775,  RRab,0.974756
0,205684710,0.482009,0.483625573,  RRab,0.8406049999999999
0,204925198,8.209457,16.43019126,OTHPER,0.99013
0,202656096,17.050429,15.10196055, Noise,0.9822639999999999
0,205114328,0.600459,0.6004492539999999,  RRab,0.648088
0,204320514,15.832524,15.84836353,OTHPER,0.991632
0,203294831,1.859303,3.675899733,    EA,0.9387120000000001
0,205625849,0.505733,0.5057460970000001,  RRab,0.984614
0,204183656,12.929895,17.98126902,    EA,0.8339139999999999
0,204748201,7.370961,7.385665857,    EA,0.997102
0,205554809,4.093898,4.094408428,    EA,0.977033
0,204959709,18.041744,16.847578100000003,    EA,0.8591049999999999
0,204676803,1.527153,1.5275584290000002,    EA,0.935773
0,205020466,2.919262,2.9248469939999997,    EA,0.8626469999999999
0,204212045,13.03855,12.50965125,OTHPER,0.992346
0,203868608,4.536807,4.547300858,    EA,0.833369
0,205485891,5.20667,10.40545759,    EA,0.702343
0,204574155,0.062973,0.0629753, DSCUT,0.940292
0,204933419,0.629192,0.629197318,  RRab,0.603196
0,204938521,0.8359850000000001,0.8393508409999999,  GDOR,0.9585629999999999
0,205670261,0.048195,0.081758544, DSCUT,0.9358040000000001
0,204760247,9.208233,0.058121767000000005,    EA,0.719164
0,203610780,14.847759,14.76572264,    EA,0.9348549999999999
0,205112883,0.916473,0.9160842579999999,  GDOR,0.706979
0,204019947,17.239894,10.82103958, Noise,0.981093
0,205057908,15.672609,15.84836353,OTHPER,0.994175
0,204353555,2.949786,2.949503795,    EB,0.9594290000000001
0,202863081,0.054337,0.04293534, DSCUT,0.954686
0,204376704,0.056847,0.056846162, DSCUT,0.938141
0,205225995,19.892165,20.0, Noise,0.981667
0,203824391,11.24339,11.27773617,OTHPER,0.9906510000000001
0,205149790,0.410364,0.410356974,    EB,0.989183
0,204091956,0.590182,0.59028026,  RRab,0.601612
0,204673472,0.076422,0.194217627, DSCUT,0.910236
0,203579600,0.744881,0.710630025,  GDOR,0.904415
0,204817435,0.591757,0.5918054389999999,  GDOR,0.745212
0,204225046,0.412656,0.20634034899999998,    EB,0.935659
0,204676375,17.43357,20.0, Noise,0.986168
0,204558724,0.6357659999999999,0.635830302,    EB,0.9240290000000001
0,202929357,0.092362,0.09236567, DSCUT,0.9904440000000001
0,203606075,7.796925,6.703736033999999,OTHPER,0.9917799999999999
0,202652559,0.9041899999999999,1.823660714,  GDOR,0.697742
0,204649811,2.647761,2.6449873090000002,    EA,0.714168
0,204018323,19.892181,16.33270241, Noise,0.984333
0,202843085,16.506283,16.60030694,    EA,0.9464799999999999
0,202984824,7.836310000000001,7.852957718,OTHPER,0.992792
0,204815607,0.629447,0.629444337,  RRab,0.66815
0,203902287,10.483701,10.39989167,OTHPER,0.990878
0,203829123,0.702394,0.7025340370000001,  GDOR,0.783407
0,205557744,1.361042,1.3609391430000002,    EB,0.9897540000000001
0,204234138,13.149045999999998,11.68883748,    EA,0.7027909999999999
0,204666545,18.693828,13.232365, Noise,0.9892770000000001
0,204561424,2.361624,2.362717319,    EB,0.9687889999999999
0,204090458,0.09094400000000001,0.09094580199999999, DSCUT,0.95744
0,205432585,0.048645,0.04275444, DSCUT,0.9309059999999999
0,205019682,8.123494,8.009887462,OTHPER,0.9938239999999999
0,205019541,17.631702,20.0,    EA,0.718517
0,203710621,0.088988,0.08898728199999999, DSCUT,0.924444
0,205510377,0.521717,0.521879058,  GDOR,0.760519
0,204819511,11.243386,11.43865711,OTHPER,0.9932850000000001
0,204876991,0.6284270000000001,0.628211179,  RRab,0.688756
0,204073447,3.249398,3.248289105,    EA,0.9926440000000001
0,204600767,0.057573,0.057570794, DSCUT,0.9934729999999999
0,202774129,0.334863,0.33488687699999997,    EB,0.938969
0,204405530,12.310955,12.31743893,OTHPER,0.9917159999999999
0,204629934,14.234757,13.92176057,OTHPER,0.9917790000000001
0,204138967,0.9565889999999999,0.958003907,    EB,0.922392
0,204561871,2.361624,2.362717319,    EB,0.9691290000000001
0,205275157,1.567261,3.1217937769999997,  GDOR,0.774338
0,203764177,7.956863,19.29767693,    EA,0.8737959999999999
0,204907195,0.687608,0.687643934,    EB,0.9974219999999999
0,203534141,16.68375,19.0494853, Noise,0.9823270000000001
0,205007882,0.641417,0.6417905079999999,  RRab,0.703749
0,203637372,6.775492999999999,6.760268305,OTHPER,0.9972610000000001
0,202554180,0.083865,0.083862575, DSCUT,0.9909629999999999
0,204494002,13.853458999999999,13.68411675,OTHPER,0.991051
0,205152526,0.439792,0.439842523,  RRab,0.823557
0,205694298,12.21723,12.31743893,OTHPER,0.9949520000000001
0,205247045,0.8115,0.812140119,  GDOR,0.817459
0,205388726,0.06637799999999999,0.066377726, DSCUT,0.895582
0,203075848,0.454212,0.45391383799999996,  GDOR,0.688135
0,203630276,0.672556,0.672478032,  RRab,0.730222
0,205136799,0.09872,0.09871819800000001, DSCUT,0.915948
0,205527197,0.33274499999999996,0.332766936,    EB,0.970525
0,204807478,5.189255999999999,5.2027287939999995,OTHPER,0.990174
0,205363642,0.341159,0.341115379,  GDOR,0.786483
0,203531786,0.06253600000000001,0.06253805900000001, DSCUT,0.891907
0,203735843,14.366562,16.33270241, Noise,0.9837809999999999
0,203162555,0.104092,0.121885239, DSCUT,0.948943
0,205550411,17.631694,0.246579187, Noise,0.9825940000000001
0,204115101,0.6338189999999999,0.633673529,  RRab,0.811253
0,204491082,11.493249,11.68883748,OTHPER,0.9901110000000001
0,204880394,0.46762700000000007,0.467547806,  RRab,0.963592
0,205225132,0.078573,0.078577023, DSCUT,0.9927969999999999
0,203185007,9.637205,19.77367818,OTHPER,0.9926309999999999
0,203127694,0.908957,0.908299567,  GDOR,0.802671
0,204275121,2.1961619999999997,2.194548349,    EB,0.9743440000000001
0,203654939,8.525208000000001,8.431094863,OTHPER,0.990181
0,202518676,0.098214,0.098216267, DSCUT,0.9821489999999999
0,205084928,5.350301,5.413532775,OTHPER,0.9910059999999999
0,205170307,19.274376,20.0,    EA,0.992091
0,205278742,0.05829500000000001,0.058295056, DSCUT,0.957111
0,204183093,15.515873999999998,18.393849399999997,    EA,0.9175
0,205613964,0.622128,0.622358655,  RRab,0.740337
0,204808234,19.892146,20.0, Noise,0.9837889999999999
0,204930285,15.995748999999998,20.0, Noise,0.983002
0,204771848,6.519275,13.13291437,OTHPER,0.990166
0,205602688,6.358966000000001,6.40896611,OTHPER,0.9914459999999999
0,205042193,5.2242,5.236715239,OTHPER,0.9922290000000001
0,205164324,0.50972,0.509604098,  RRab,0.652452
0,204894780,0.655231,0.655165707,  RRab,0.627312
0,203908645,19.892160999999998,11.60423687,    EA,0.822617
0,204924308,16.683734,4.930724091, Noise,0.985243
0,205107159,0.069756,0.069756658, DSCUT,0.933992
0,205075874,0.8871290000000001,0.88915801,  GDOR,0.959032
0,203466879,5.8330400000000004,5.839042007000001,    EA,0.7439600000000001
0,203396402,0.568243,0.533336852,    EB,0.901315
0,203486145,0.969137,0.973368551,  GDOR,0.8510979999999999
0,203735292,19.892164,14.96103795, Noise,0.982085
0,204299478,0.44753000000000004,0.447578091,  GDOR,0.9036799999999999
0,205728169,1.789607,1.790229939,    EB,0.968823
0,205546169,4.439449,4.068434115,    EA,0.951775
0,204599418,19.892153,13.56831151, Noise,0.982817
0,204904480,0.608705,0.608424362,  RRab,0.646702
0,202773276,0.117048,0.11704476800000001, DSCUT,0.9603209999999999
0,202968864,0.287145,0.287145135,    EB,0.9510790000000001
0,205676611,0.5571229999999999,0.556862347,  RRab,0.645416
0,202911789,0.046620999999999996,0.046620845, DSCUT,0.969483
0,203819998,7.681128,13.24137693,OTHPER,0.992792
0,203372915,0.522596,0.5225594379999999,  RRab,0.7796850000000001
0,203878683,4.576955,4.552692264,    EA,0.992566
0,204979833,0.696091,0.69612841,  RRab,0.725539
0,202665304,15.672616,15.54112028,OTHPER,0.990576
0,205565079,0.063294,0.063276032, DSCUT,0.966152
0,204312847,12.118599,12.09284016,    EA,0.9789700000000001
0,204154300,0.06019,0.060188025, DSCUT,0.907716
0,203707855,2.2197259999999996,2.229389224,  GDOR,0.85765
0,205168996,0.056895,0.12269674, DSCUT,0.988333
0,204558226,0.055702,0.055700714000000005, DSCUT,0.9480799999999999
0,205170167,0.06002999999999999,0.060023535, DSCUT,0.9146549999999999
0,205975008,11.623758,19.27854202, Noise,0.735294
0,206357626,15.035079999999999,11.95020618,OTHPER,0.617588
0,206084294,12.461525,7.282261352999999,OTHPER,0.570653
0,206364070,19.7487,20.0, Noise,0.649384
0,205965632,12.350266,12.60802469, Noise,0.620075
0,206483262,13.561106,17.58679124, Noise,0.835334
0,206357916,17.84808,20.0, Noise,0.6641050000000001
0,206331788,1.508428,2.414006632,OTHPER,0.616792
0,206152419,19.760382999999997,15.69323825, Noise,0.58134
0,206093574,16.868631,6.162623677000001, Noise,0.687283
0,206233466,15.369216,16.33270241, Noise,0.614324
0,206110903,17.290325,16.00658621, Noise,0.611997
0,206111519,18.948284,18.82580772,OTHPER,0.688549
0,206101111,16.084007999999997,17.02649374, Noise,0.7264229999999999
0,205930773,19.760375,20.0, Noise,0.756887
0,206495647,16.084062,8.65875933, Noise,0.723247
0,206302767,19.760394,19.27854202, Noise,0.596019
0,206198986,16.665423999999998,14.04370486, Noise,0.561577
0,206037600,15.035054,20.0, Noise,0.561118
0,206125880,5.739526000000001,5.743194735,OTHPER,0.866701
0,206500632,19.760416,16.00658621, Noise,0.77536
0,206363004,9.672913000000001,9.312573514,OTHPER,0.970398
0,206177519,16.084031,19.75358815, Noise,0.6681060000000001
0,206142534,19.754578,15.24556319, Noise,0.888124
0,206218229,17.509248,7.349020584, Noise,0.676305
0,206106803,19.482092,13.232365, Noise,0.830347
0,205929216,8.924063,11.12128014, Noise,0.7777310000000001
0,206059945,12.024506,13.12404942,OTHPER,0.506681
0,206261305,11.924363,20.0, Noise,0.611796
