,epic,DJA_period,SJH_period,class,probability
0,206261176,17.963976000000002,20.0, Noise,0.5596479999999999
0,205921707,15.541887,18.393849399999997, Noise,0.7951060000000001
0,206075659,11.924372,18.60732198, Noise,0.528471
0,205993741,19.754545999999998,20.0, Noise,0.515161
0,205985700,0.687765,0.6877670990000001,  RRab,0.578843
0,206429293,12.35026,19.75358815,OTHPER,0.604807
0,206170482,19.760382999999997,8.899060244, Noise,0.5641470000000001
0,206040674,11.151795,14.29411655, Noise,0.649764
0,206278136,19.482054,13.68411675, Noise,0.57182
0,206065063,11.15507,8.050104822, Noise,0.624583
0,206428700,7.7709660000000005,9.88683909, Noise,0.558372
0,206166295,19.760378,17.02649374, Noise,0.5480430000000001
0,206440758,2.3484380000000002,9.15307971, Noise,0.5778
0,206347597,19.760393,18.18521939, Noise,0.5152680000000001
0,206093646,14.260053,7.057861265,OTHPER,0.5357569999999999
0,206020718,12.807642,20.0,OTHPER,0.731042
0,206118263,18.948295,19.27854202, Noise,0.6570060000000001
0,206261810,17.076921,20.0, Noise,0.5376380000000001
0,206171323,18.443071,19.0494853,OTHPER,0.73235
0,206028095,6.950900999999999,19.27854202, Noise,0.833335
0,206216371,15.035148000000001,20.0,OTHPER,0.562537
0,206336862,17.285255,17.20925021, Noise,0.5767140000000001
0,206436350,11.155082,11.0446688,OTHPER,0.97505
0,205985225,0.6540100000000001,0.654096557,  RRab,0.5503439999999999
0,205962876,11.924365,18.393849399999997, Noise,0.504653
0,206178418,19.760379,20.0, Noise,0.679303
0,206132534,11.722246,15.39192304,OTHPER,0.546457
0,206532093,2.2054560000000003,2.204862307,    EB,0.891426
0,205926843,6.916131,6.935734412,OTHPER,0.967724
0,206347439,2.267586,0.318293834,OTHPER,0.5631689999999999
0,206135257,16.665377,12.13104396, Noise,0.547305
0,206101150,18.442996,5.602708046, Noise,0.543299
0,206260779,18.443078,18.18521939, Noise,0.526732
0,206125482,1.5318120000000002,20.0,OTHPER,0.537693
0,206289767,12.133574000000001,11.27773617, Noise,0.813448
0,206155109,19.760475,20.0, Noise,0.507737
0,206534263,9.035377,16.847578100000003,OTHPER,0.51517
0,205941193,12.807672,18.18521939, Noise,0.5988220000000001
0,206005928,19.760369,20.0, Noise,0.6871510000000001
0,206101836,10.806448,20.0, Noise,0.536553
0,206040507,17.733732999999997,18.393849399999997,OTHPER,0.588435
0,205931093,15.718501000000002,16.00658621, Noise,0.711062
0,205982192,4.3773029999999995,4.366698508,OTHPER,0.696138
0,206059518,19.760461,15.69323825, Noise,0.669465
0,205992575,6.682256,6.760268305,OTHPER,0.674554
0,206020262,15.186888,12.91265237, Noise,0.55255
0,206437943,2.3931299999999998,20.0,OTHPER,0.5246
0,205889250,15.894483,20.0, Noise,0.728601
0,206210242,19.760443,15.10196055,OTHPER,0.502977
0,206051048,6.847658999999999,10.26670053,OTHPER,0.607553
0,206031772,14.560269,20.0, Noise,0.5439350000000001
0,206350386,12.028086,19.51317428,OTHPER,0.542764
0,206013606,14.715159,20.0, Noise,0.7215189999999999
0,206161063,14.114578,13.45444989, Noise,0.534987
0,206107122,18.948327,20.0, Noise,0.794136
0,206144674,19.760379,20.0, Noise,0.6254460000000001
0,206304102,8.810356,16.50079498,OTHPER,0.6032270000000001
0,206199880,18.948368,11.43865711, Noise,0.788463
0,206206667,15.899169,14.96103795, Noise,0.5774779999999999
0,206296588,19.760437,16.00658621, Noise,0.615021
0,206169157,8.645178999999999,8.475664938,OTHPER,0.657718
0,206065519,19.760454,20.0, Noise,0.62459
0,205912929,8.866837,16.00658621,OTHPER,0.591865
0,206095311,8.810349,17.02649374,OTHPER,0.5586300000000001
0,205975970,19.754527,13.68411675, Noise,0.573857
0,206028356,11.623738000000001,20.0,OTHPER,0.5106470000000001
0,206287304,19.76043,19.75358815, Noise,0.609475
0,206296924,11.91029,20.0, Noise,0.590765
0,206058317,11.431638000000001,11.12128014,OTHPER,0.504364
0,205959783,19.760389,13.68411675, Noise,0.5851069999999999
0,205950116,12.028087,20.0, Noise,0.755529
0,206268105,2.4878169999999997,2.473596568,OTHPER,0.5153949999999999
0,205972634,14.710816000000001,20.0, Noise,0.583059
0,206465746,8.330237,8.30015347,OTHPER,0.851331
0,206347143,15.035078,19.51317428,OTHPER,0.5002
0,206242145,19.754597,12.50965125, Noise,0.507688
0,206253688,11.151781,11.52085209,OTHPER,0.681049
0,206524845,15.200320000000001,20.0, Noise,0.7805300000000001
0,205929208,12.350266,20.0, Noise,0.5294909999999999
0,206494264,15.369247,20.0,OTHPER,0.503456
0,205941250,11.245746,11.27773617,OTHPER,0.6331220000000001
0,206297368,19.760379,20.0, Noise,0.75773
0,206224236,15.200323000000001,15.69323825, Noise,0.690786
0,205998756,18.686736,9.766389013, Noise,0.8010470000000001
0,206149334,15.035075,12.50965125, Noise,0.569509
0,206443694,19.760412,19.27854202, Noise,0.645266
0,206390781,11.722291,19.27854202, Noise,0.83004
0,206069827,2.771175,2.773081631,OTHPER,0.604472
0,206399872,8.924064,19.51317428, Noise,0.597658
0,206070333,19.760357,20.0, Noise,0.674218
0,206081921,8.58894,20.0, Noise,0.813836
0,206011511,15.718546,15.10196055, Noise,0.590348
0,206249569,12.028083,20.0,OTHPER,0.54781
0,205986913,15.030617000000001,12.41280103, Noise,0.650289
0,206256352,19.76037,11.0446688, Noise,0.5884739999999999
0,206008853,14.873419,15.84836353, Noise,0.7229359999999999
0,205954382,16.273242,20.0, Noise,0.608597
0,206424074,1.0243120000000001,13.92176057,OTHPER,0.5108229999999999
0,206151608,11.722259,15.24556319, Noise,0.827757
0,206398985,0.527346,0.527372224,  RRab,0.696954
0,206231139,14.114583999999999,13.232365, Noise,0.6014520000000001
0,206480132,9.283411,9.258794879,OTHPER,0.860841
0,206151594,19.760382999999997,19.75358815, Noise,0.645187
0,205999159,19.760434,20.0, Noise,0.5293720000000001
0,206097821,18.443046,14.29411655, Noise,0.5963609999999999
0,206488960,19.754628,20.0, Noise,0.76895
0,206086201,19.760421,10.26670053, Noise,0.817701
0,206114954,15.200273000000001,17.58679124, Noise,0.565701
0,206324476,13.901801,7.089067966,OTHPER,0.505534
0,206011450,1.335166,1.3347863420000001,OTHPER,0.948066
0,206088318,8.184781,13.12404942,OTHPER,0.554374
0,206103359,3.087559,6.383449147,OTHPER,0.6229140000000001
0,206212972,11.337923,11.12128014,OTHPER,0.628898
0,206023548,19.760417,19.75358815, Noise,0.7539520000000001
0,206045409,16.466986,16.168, Noise,0.617408
0,206150235,19.760371,12.41280103, Noise,0.686822
0,206011206,15.713903,19.51317428, Noise,0.59109
0,206069656,14.715239000000002,20.0, Noise,0.513178
0,206467035,12.240988,19.51317428, Noise,0.5412680000000001
0,206411891,14.560294,9.591117994, Noise,0.5678770000000001
0,206099283,17.509183,19.51317428, Noise,0.812859
0,206354390,19.760393,9.948185186, Noise,0.560022
0,205999750,19.760359,15.84836353, Noise,0.697897
0,206325155,18.948328,18.60732198,OTHPER,0.531058
0,205917141,11.818977,10.53658403,OTHPER,0.676365
0,206069609,19.754519000000002,19.0494853, Noise,0.638566
0,206001651,19.760435,20.0,OTHPER,0.5066649999999999
0,206024046,19.760359,20.0, Noise,0.6410899999999999
0,206301468,10.806451,10.39989167,OTHPER,0.749748
0,206131695,12.130004,9.88683909, Noise,0.606676
0,206060241,19.760357,20.0,OTHPER,0.9205040000000001
0,206068523,18.200423999999998,20.0,OTHPER,0.972614
0,206126511,14.864644,12.91265237, Noise,0.767411
0,206352504,19.760429000000002,20.0, Noise,0.501691
0,206344313,10.170805,19.65248989, Noise,0.564937
0,206159246,19.760478,20.0, Noise,0.615825
0,206422523,8.591474,8.566233882,OTHPER,0.770519
0,206444462,14.11461,15.24556319, Noise,0.850361
0,205954273,6.6984330000000005,5.288535699, Noise,0.645113
0,206419417,11.620325,19.27854202, Noise,0.560699
0,206215818,1.7421,1.742403445,OTHPER,0.916076
0,206273959,19.760438,17.7818426, Noise,0.697375
0,206558424,17.964028,19.75358815,OTHPER,0.624346
0,206400665,15.200304000000001,15.84836353,OTHPER,0.64764
0,206247883,13.963764000000001,19.27854202, Noise,0.577485
0,205980146,14.71517,18.82580772, Noise,0.643425
0,206147616,19.760384,12.22353091, Noise,0.636706
0,206080889,8.184778,8.090728079,OTHPER,0.742221
0,206435709,12.346598,17.98126902,OTHPER,0.556531
0,206371290,14.715187,14.29411655, Noise,0.612015
0,206131182,19.760358,10.33286691, Noise,0.657385
0,206104372,8.754588,20.0,OTHPER,0.563126
0,206537083,19.76042,13.56831151, Noise,0.500581
0,205999275,17.733681,14.04370486, Noise,0.863397
0,206343833,17.290326999999998,17.20925021, Noise,0.526205
0,206008358,10.640222999999999,10.68278399,OTHPER,0.6301100000000001
0,206538409,18.948351000000002,12.91265237, Noise,0.5547380000000001
0,206205935,15.200356,14.5536205, Noise,0.5267729999999999
0,206228840,13.971986,18.82580772, Noise,0.537283
0,206087663,16.466981,20.0, Noise,0.639273
0,206013179,17.076852,17.13246776,OTHPER,0.557815
0,206051737,14.560286999999999,12.22353091, Noise,0.616689
0,206028290,18.692232,20.0, Noise,0.503895
0,206142770,15.718484,19.51317428, Noise,0.754645
0,206232694,19.754541,7.52139933, Noise,0.580477
0,206059267,9.409745,16.33270241, Noise,0.5682689999999999
0,205995569,17.8481,6.513107121, Noise,0.8241850000000001
0,206047846,18.200387,18.82580772, Noise,0.789507
0,206553818,11.715363,20.0, Noise,0.656126
0,206056430,11.72228,20.0, Noise,0.591187
0,205947443,19.760427,9.948185186, Noise,0.588067
0,206327423,16.084062,16.43019126,OTHPER,0.559597
0,206266912,16.273251000000002,20.0, Noise,0.695693
0,205936686,15.035074,3.918465228,OTHPER,0.561584
0,206168800,19.760413,20.0, Noise,0.697246
0,206346033,19.76042,13.68411675, Noise,0.514173
0,206085066,19.760382999999997,20.0, Noise,0.586503
0,205994015,13.695359,18.18521939, Noise,0.7700229999999999
0,205904127,19.760416,17.02649374, Noise,0.55335
0,206302006,14.560291000000001,12.80948727, Noise,0.7545229999999999
0,206048121,12.240927000000001,17.02649374, Noise,0.535569
0,205973605,19.760426000000002,20.0,OTHPER,0.731938
0,206123645,19.211458,19.51317428,OTHPER,0.800707
0,206094605,11.245747,14.04370486, Noise,0.7897460000000001
0,205912027,11.722277,12.03994607, Noise,0.651935
0,205938631,18.94831,19.75358815,OTHPER,0.9261530000000001
0,206142255,19.760378,16.33270241, Noise,0.544276
0,206167442,13.972019,16.847578100000003, Noise,0.669551
0,206187972,12.807718,16.50079498, Noise,0.576082
0,206059872,15.030628,14.68693823,OTHPER,0.9207190000000001
0,206363855,11.924365,20.0, Noise,0.62063
0,206031528,2.6347150000000004,2.636289052,  GDOR,0.757213
0,206062212,14.114541000000001,15.39192304, Noise,0.689875
0,205972379,15.369221,15.84836353, Noise,0.539954
0,206313201,6.202811,6.186402449,OTHPER,0.8789389999999999
0,206073832,5.739538,5.7226954,OTHPER,0.9503309999999999
0,205974730,10.096548,19.27854202,OTHPER,0.5007510000000001
0,206296762,11.924363,11.77468071,OTHPER,0.575342
0,206155737,12.240972,15.10196055, Noise,0.51152
0,205921078,15.369221,15.24556319, Noise,0.589266
0,206187296,17.964019,17.98126902, Noise,0.8002
0,206524288,15.035113,20.0,OTHPER,0.566891
0,206155505,19.760407,18.82580772,OTHPER,0.656126
0,206209961,7.949577000000001,16.847578100000003, Noise,0.768573
0,206440443,15.541910999999999,17.7818426, Noise,0.6732819999999999
0,206013255,15.369223000000002,19.27854202, Noise,0.527055
0,206545445,10.97477,17.98126902,OTHPER,0.610244
0,206493973,11.722286,11.68883748,OTHPER,0.8311280000000001
0,206304853,2.5758490000000003,12.91265237,OTHPER,0.670808
0,206340866,19.760426000000002,11.77468071, Noise,0.5728850000000001
0,206085197,8.810358,20.0, Noise,0.5128149999999999
0,206437476,15.035098999999999,20.0, Noise,0.690678
0,206225085,14.873473,11.35762667, Noise,0.556399
0,206439580,10.479000000000001,10.606286599999999, Noise,0.551059
0,206472628,16.084062,12.91265237, Noise,0.7453770000000001
0,206187883,19.760407999999998,12.31743893, Noise,0.633254
0,206027645,11.924385000000001,20.0, Noise,0.818751
0,206364118,11.924366000000001,20.0,OTHPER,0.5997640000000001
0,205964642,19.760434,20.0, Noise,0.604562
0,206451499,19.47638,18.393849399999997,OTHPER,0.5374479999999999
0,206346083,0.09009500000000001,14.96103795, Noise,0.522857
0,206474261,15.541889999999999,20.0,OTHPER,0.534556
0,206279274,19.760375,12.70795757, Noise,0.631583
0,205915468,19.760422,18.18521939, Noise,0.5129239999999999
0,206083972,15.71848,16.67238347,OTHPER,0.5499430000000001
0,206029338,14.260059,20.0, Noise,0.516483
0,206084545,12.690178,18.60732198, Noise,0.7904329999999999
0,206176428,19.760382,10.46779162, Noise,0.590242
0,206403254,16.665398,16.67238347, Noise,0.677369
0,206038918,11.72231,6.092371644, Noise,0.51855
0,206075255,5.645825,5.642140837,OTHPER,0.919364
0,206101079,15.030612,8.215095631, Noise,0.58659
0,206364593,17.280151,19.51317428, Noise,0.632586
0,206041152,17.733654,16.50079498, Noise,0.619897
0,206095203,12.133573,16.847578100000003, Noise,0.687072
0,206161817,12.133560000000001,19.0494853, Noise,0.5807329999999999
0,205984270,18.948291,20.0, Noise,0.702518
0,206267365,17.963975,20.0, Noise,0.50629
0,206109790,13.429402,11.95020618, Noise,0.800369
0,206155922,13.557056,20.0,OTHPER,0.973161
0,206305108,11.822448,12.13104396,OTHPER,0.652986
0,206493130,15.035123,19.75358815, Noise,0.619821
0,206233887,11.812003,9.826244946000001, Noise,0.5544399999999999
0,206304999,10.558991,16.50079498, Noise,0.530505
0,206268700,2.178312,2.18086919,OTHPER,0.852341
0,206209122,17.290346,12.50965125, Noise,0.550108
0,206014077,19.760454,20.0, Noise,0.5752430000000001
0,206026809,12.02811,17.7818426,OTHPER,0.549583
0,206122917,15.200275,15.84836353, Noise,0.632729
0,206327418,12.028051,20.0, Noise,0.587379
0,205947539,15.195843,0.21128936399999998,OTHPER,0.526304
0,206188948,19.76042,14.29411655, Noise,0.616749
0,206031513,15.035059,15.69323825, Noise,0.505634
0,206031811,16.273319,16.168, Noise,0.586676
0,206037368,13.049355,17.7818426, Noise,0.630406
0,206028553,19.76037,10.606286599999999, Noise,0.598263
0,206356541,7.204322,8.9487299,OTHPER,0.71509
0,206059779,9.474149,9.422027015,OTHPER,0.943333
0,206062992,10.806463,15.39192304,OTHPER,0.53681
0,205930168,17.5092,17.20925021,OTHPER,0.827363
0,206152030,18.200341,20.0, Noise,0.502268
0,206072621,9.672919,14.1678043, Noise,0.594252
0,206485030,17.848129,0.339526163, Noise,0.719283
0,206107727,17.290351,19.0494853, Noise,0.524315
0,206065778,17.290326999999998,16.847578100000003,OTHPER,0.908909
0,206181489,17.964022,14.04370486, Noise,0.646428
0,206013231,19.760366,17.20925021, Noise,0.811937
0,206189304,10.479032,10.46779162,OTHPER,0.502564
0,206125963,15.035054,16.847578100000003, Noise,0.510474
0,206144243,19.760409,20.0,OTHPER,0.823657
0,206029242,11.924353,16.67238347, Noise,0.527267
0,206326095,11.431622,17.39597255,OTHPER,0.52808
0,205995691,14.260060000000001,16.00658621, Noise,0.531713
0,205965099,12.129971000000001,16.50079498,OTHPER,0.581176
0,206255837,12.133579,20.0,OTHPER,0.50502
0,206037863,14.255882999999999,13.12404942, Noise,0.656043
0,205929811,16.466982,20.0, Noise,0.5360739999999999
0,206211732,19.760441,14.29411655, Noise,0.7196130000000001
0,206475667,5.532919000000001,19.51317428, Noise,0.5848439999999999
0,205985299,19.754526000000002,20.0, Noise,0.707777
0,206297641,19.742926999999998,15.84836353, Noise,0.70198
0,205951715,12.46152,16.168, Noise,0.626929
0,206002128,12.133575,20.0, Noise,0.603995
0,205930137,8.866832,19.0494853, Noise,0.542926
0,205985612,17.290342000000003,16.847578100000003,OTHPER,0.872877
0,206420726,10.479000000000001,8.705775662, Noise,0.584144
0,206266707,19.760426000000002,20.0, Noise,0.7928729999999999
0,206269706,11.822446000000001,20.0, Noise,0.603962
0,206305640,12.133560000000001,17.7818426, Noise,0.55882
0,206003202,3.333085,3.34602649,OTHPER,0.68701
0,206062922,19.760355999999998,19.75358815, Noise,0.8832459999999999
0,206021376,11.62374,13.68411675,OTHPER,0.524805
0,206255363,14.71517,12.50965125, Noise,0.538663
0,206518080,19.760415,15.84836353, Noise,0.569865
0,205963269,5.785865,5.786358756,    EB,0.613128
0,206059688,17.620722,13.68411675, Noise,0.597375
0,206420688,17.733684,19.0494853, Noise,0.690952
0,206047399,13.425462,8.849938925, Noise,0.658469
0,206012653,1.439363,1.43901365,OTHPER,0.7032970000000001
0,206511754,0.534478,0.534507238,    EB,0.9962700000000001
0,206074144,12.02806,11.60423687, Noise,0.501867
0,206110760,12.68266,12.41280103,OTHPER,0.509422
0,206302634,12.457816000000001,12.50965125,OTHPER,0.9204459999999999
0,206154755,19.760376,10.67691752, Noise,0.683558
0,206217008,19.760464000000002,20.0, Noise,0.673895
0,206160660,19.760379999999998,19.0494853, Noise,0.736363
0,206051863,6.8817330000000005,6.905860242999999,OTHPER,0.63845
0,206209519,15.200354,14.82272104, Noise,0.506943
0,206299929,19.760402,20.0, Noise,0.546604
0,206405414,7.017314,19.75358815,OTHPER,0.758634
0,206144180,17.95867,19.51317428,OTHPER,0.549325
0,206297532,10.637068,19.27854202,OTHPER,0.6337149999999999
0,206233837,17.733698,18.18521939,OTHPER,0.752666
0,206324187,8.699556,20.0,OTHPER,0.883466
0,206283822,9.092136,18.18521939, Noise,0.507109
0,206300688,19.205816,17.98126902,OTHPER,0.5964119999999999
0,205960937,11.924366000000001,20.0, Noise,0.5953109999999999
0,205945222,12.133564999999999,12.50965125, Noise,0.609449
0,206512049,19.748778,20.0, Noise,0.567442
0,206023600,15.709266,10.82103958, Noise,0.81734
0,205991117,4.921056,0.933689312, Noise,0.509954
0,205942773,12.028075,13.92176057, Noise,0.623028
0,206292030,19.760373,20.0, Noise,0.579337
0,206311398,8.866832,13.45444989, Noise,0.511675
0,206091999,12.35022,20.0, Noise,0.745023
0,206194016,12.350265,12.91265237,OTHPER,0.8914639999999999
0,206102582,19.760407,20.0, Noise,0.778085
0,206369171,14.247429,14.5536205,OTHPER,0.683379
0,206079740,13.300258,13.232365,OTHPER,0.634911
0,205968733,12.240946000000001,13.92176057, Noise,0.5540930000000001
0,206308753,17.076888,20.0, Noise,0.767985
0,206419532,12.690197999999999,12.50965125,OTHPER,0.572569
0,206069348,19.760365,20.0, Noise,0.547239
0,206467829,18.948345,20.0, Noise,0.602425
0,206174216,19.760412,19.75358815, Noise,0.5204989999999999
0,206307560,13.561072,14.04370486, Noise,0.504707
0,206017351,7.021462,8.009887462,OTHPER,0.618992
0,206006830,18.948328,12.22353091,OTHPER,0.7315119999999999
0,205978295,11.431627,19.51317428, Noise,0.764646
0,205977294,19.760422,17.20925021, Noise,0.7953479999999999
0,206115747,9.471347999999999,17.58679124,OTHPER,0.583192
0,205999162,14.260101,15.69323825, Noise,0.557397
0,206514125,18.942755,20.0, Noise,0.684285
0,206380678,4.786251,4.769380772,OTHPER,0.9357469999999999
0,206035700,11.148508,20.0, Noise,0.512664
0,206006156,19.760389,20.0, Noise,0.74145
0,206231615,13.832296,0.480581318, Noise,0.690298
0,206477634,17.076928,9.948185186, Noise,0.562822
0,206212679,12.346594999999999,10.82103958, Noise,0.5769920000000001
0,205981683,15.035091,20.0, Noise,0.5477850000000001
0,206087876,12.028042999999998,16.00658621, Noise,0.537481
0,205942682,16.467005,13.68411675, Noise,0.554771
0,206141871,14.560289000000001,13.01749271, Noise,0.681222
0,206127930,15.369164000000001,17.98126902,OTHPER,0.500747
0,206164364,15.035064000000002,13.12404942, Noise,0.536424
0,206410902,11.924380000000001,16.847578100000003, Noise,0.538858
0,206294865,17.963981,20.0, Noise,0.5648350000000001
0,206540311,16.665416,16.33270241, Noise,0.533473
0,206000772,19.760428,20.0, Noise,0.540902
0,206010395,11.917341,19.27854202, Noise,0.562067
0,206479772,13.69536,10.74849545, Noise,0.738217
0,206165293,15.718482999999999,19.75358815, Noise,0.7127979999999999
0,206175674,19.760402,20.0, Noise,0.5041359999999999
0,206055065,17.733697,17.98126902,OTHPER,0.755677
0,206262726,17.290353,15.24556319, Noise,0.5665180000000001
0,206195010,16.86863,17.98126902, Noise,0.5900770000000001
0,206263068,12.350266,6.566457184,OTHPER,0.548922
0,206470881,18.942756,14.04370486, Noise,0.525296
0,206053048,3.129468,14.96103795, Noise,0.599799
0,205952931,16.665391,17.7818426, Noise,0.5236689999999999
0,206115828,9.880180000000001,17.39597255, Noise,0.501867
0,205971682,15.541904999999998,20.0, Noise,0.5537350000000001
0,206131225,15.200318,18.393849399999997, Noise,0.7535609999999999
0,206184802,18.443035000000002,8.753305371,OTHPER,0.510664
0,206203421,13.832307,10.33286691, Noise,0.53962
0,206468877,15.541935,5.869342586,OTHPER,0.579515
0,206044262,1.505147,19.0494853, Noise,0.556942
0,205988881,10.977996000000001,15.54112028,OTHPER,0.5119560000000001
0,206070165,2.2382299999999997,2.36766329,OTHPER,0.558809
0,206194294,14.182746,18.82580772, Noise,0.6080939999999999
0,206293177,19.760442,14.04370486, Noise,0.715807
0,206172056,12.571133,20.0, Noise,0.516528
0,206479633,12.240998,11.60423687, Noise,0.509353
0,206162683,16.273245000000003,20.0, Noise,0.738761
0,205922224,15.035108,15.84836353, Noise,0.785035
0,205997501,19.760391000000002,20.0, Noise,0.553187
0,205952324,17.948109,20.0, Noise,0.900724
0,206338026,10.479002000000001,14.42270132,OTHPER,0.546263
0,206143032,15.899154999999999,15.69323825, Noise,0.506711
0,206305769,3.390261,0.21040207800000002,OTHPER,0.522565
0,206145494,11.5269,2.235606453,OTHPER,0.6051479999999999
0,205959383,15.369231,20.0, Noise,0.632311
0,206145979,19.760405,14.1678043,OTHPER,0.503069
0,206095960,8.866825,20.0,OTHPER,0.599024
0,206013511,13.049316000000001,20.0, Noise,0.739641
0,206224252,14.873442,8.899060244, Noise,0.666592
0,206223531,14.873473,14.42270132, Noise,0.514158
0,206245470,19.76039,12.91265237, Noise,0.882199
0,205920914,15.541891,20.0, Noise,0.5448890000000001
0,206143954,0.610426,0.610509463,  RRab,0.937315
0,206002967,19.760395000000003,16.67238347, Noise,0.6277729999999999
0,206358378,3.349225,9.049751361,OTHPER,0.513904
0,206134235,8.866827,17.20925021, Noise,0.545138
0,206393444,1.420151,20.0, Noise,0.711138
0,205995565,19.760459,13.92176057, Noise,0.650109
0,206403207,14.873457,15.24556319, Noise,0.534401
0,206233780,19.754532,19.27854202, Noise,0.520736
0,206107651,18.200372,12.91265237,OTHPER,0.503694
0,206201021,11.924367,8.753305371,OTHPER,0.554672
0,206245014,13.300248999999999,12.31743893, Noise,0.513886
0,206160896,10.400191,19.27854202,OTHPER,0.522741
0,206084665,12.133550999999999,11.86179414,OTHPER,0.513282
0,206356112,3.107462,19.75358815, Noise,0.618921
0,206107710,2.822912,2.821889319,OTHPER,0.676145
0,206492383,0.305585,0.305589124,    EB,0.9991260000000001
0,206021795,3.3161169999999998,13.01749271, Noise,0.582431
0,206255780,11.155081,19.27854202,OTHPER,0.6309520000000001
0,206058232,12.133573,12.03994607, Noise,0.501268
0,206161961,1.7710990000000002,1.769323101,OTHPER,0.788479
0,206482854,0.386798,0.386841993,    EB,0.9486110000000001
0,206152463,19.760377,19.0494853, Noise,0.522794
0,206199182,12.57484,17.20925021, Noise,0.795289
0,206465953,19.760417999999998,18.60732198, Noise,0.673182
0,206271906,3.12948,12.91265237,OTHPER,0.526459
0,205994158,19.760423,12.41280103, Noise,0.620463
0,206186756,12.807661,12.41280103, Noise,0.801743
0,206255139,1.733366,1.736741174,OTHPER,0.5974149999999999
0,206122751,4.9401,20.0,OTHPER,0.609162
0,205982119,15.369214999999999,16.67238347,OTHPER,0.612448
0,206020034,19.760360000000002,20.0,OTHPER,0.868474
0,206041494,13.695332,17.20925021, Noise,0.521674
0,205958385,12.028056,16.67238347,OTHPER,0.527519
0,206437978,7.558628999999999,20.0, Noise,0.5306109999999999
0,206191960,11.526896,11.68883748,OTHPER,0.7415039999999999
0,206414416,12.237335,18.18521939, Noise,0.599654
0,206288429,16.665371,13.12404942, Noise,0.689009
0,205974551,15.030617999999999,13.56831151,OTHPER,0.5049779999999999
0,206026274,18.686728,20.0, Noise,0.69911
0,206093551,18.442999,17.98126902,OTHPER,0.570167
0,206281405,7.856942999999999,7.852957718,OTHPER,0.5227689999999999
0,206219255,11.623754,13.12404942, Noise,0.515843
0,205940464,17.733677,20.0, Noise,0.556778
0,206232769,19.748752,20.0, Noise,0.681056
0,206254628,18.432167,18.82580772,OTHPER,0.521155
0,206382297,11.526919,20.0, Noise,0.569817
0,206462709,19.760417,20.0,OTHPER,0.501011
0,205962722,15.369198,12.80948727, Noise,0.538099
0,206207605,11.924403,14.1678043, Noise,0.537146
0,205972059,7.814835,11.12128014, Noise,0.721741
0,205959757,14.715171,14.82272104, Noise,0.597144
0,206289014,0.095944,0.095941758, DSCUT,0.9057069999999999
0,206495511,19.760466,13.12404942, Noise,0.512171
0,206084549,19.760363,19.75358815, Noise,0.549212
0,205975508,8.752005,20.0,OTHPER,0.513757
0,206180201,16.665385,15.69323825, Noise,0.692738
0,206056961,11.431617999999999,15.69323825, Noise,0.721057
0,206026563,19.760391000000002,15.84836353, Noise,0.816754
0,206190939,18.443031,20.0, Noise,0.75768
0,206189649,19.760413,11.35762667, Noise,0.730631
0,206108284,19.760355,6.817762152999999, Noise,0.589989
0,206314014,15.364635999999999,16.847578100000003, Noise,0.547151
0,206048172,17.290408,18.60732198, Noise,0.64337
0,206445487,19.760460000000002,3.2843378339999996, Noise,0.6619520000000001
0,206300006,0.5091,0.5091186320000001,  RRab,0.9228729999999999
0,206325611,14.869008,16.33270241, Noise,0.632304
0,206193872,7.089276,15.54112028, Noise,0.724725
0,206103442,6.6183,6.620688466,OTHPER,0.887825
0,206355821,19.760373,20.0, Noise,0.604962
0,205934686,7.021453,7.026928109,OTHPER,0.703862
0,205911091,19.760422,20.0, Noise,0.619409
0,206273794,19.742924,7.282261352999999, Noise,0.512213
0,206185531,8.282811,17.58679124, Noise,0.5349119999999999
0,206126088,4.056378,4.0572895760000005,OTHPER,0.582954
0,206388408,18.443074,17.20925021, Noise,0.8748290000000001
0,205980932,19.760362,16.67238347, Noise,0.5308350000000001
0,206060353,12.461555,17.98126902, Noise,0.560828
0,206127819,6.847662,6.760268305,OTHPER,0.577097
0,206141687,7.166978,11.0446688,OTHPER,0.72425
0,206371648,6.780529,20.0, Noise,0.788814
0,206452155,14.873465,20.0, Noise,0.5398069999999999
0,206089729,12.13355,17.02649374,OTHPER,0.5172939999999999
0,206010061,15.899145,9.534083997, Noise,0.57473
0,205960630,19.754606,16.67238347, Noise,0.814516
0,206443677,12.346614,17.39597255, Noise,0.546437
0,206344665,8.810357000000002,15.24556319,OTHPER,0.651208
0,206156731,19.760379,2.508426966, Noise,0.614123
0,206088631,14.873389999999999,15.24556319,OTHPER,0.6170760000000001
0,206158769,19.760379,17.20925021, Noise,0.5330699999999999
0,206263656,19.760401,11.19896174, Noise,0.576177
0,206352765,7.318675999999999,20.0,OTHPER,0.54947
0,206148153,13.967923999999998,15.10196055,OTHPER,0.517817
0,206408530,17.498864,18.18521939, Noise,0.6824060000000001
0,206076253,8.981993,8.998957125,OTHPER,0.965842
0,205999531,19.75452,16.67238347, Noise,0.538988
0,205960841,15.200313000000001,14.42270132,OTHPER,0.529233
0,206156442,8.866833999999999,19.75358815,OTHPER,0.5522640000000001
0,206205525,19.760424,20.0,OTHPER,0.9459700000000001
0,206424780,13.972001,16.168, Noise,0.644713
0,206127958,19.760386999999998,20.0, Noise,0.510135
