epic_number,som_x_pixel,som_y_pixel,som_distance,max_binned_p2p,mean_binned_p2p
206098302.0,20.0,34.0,1.6893897720202555,0.6396810412406921,0.007289506960660219
206007231.0,24.0,34.0,1.1933001996952814,0.3110005557537079,0.002628662157803774
206227929.0,23.0,27.0,1.552795585202436,0.456800639629364,0.004332235548645258
206477696.0,27.0,26.0,0.8697942406720156,0.18872809410095215,0.005327665712684393
206022614.0,24.0,20.0,0.46055440422773886,0.1831294596195221,0.0007447039824910462
205986142.0,3.0,37.0,0.8293410238913902,0.31290751695632935,0.0034003721084445715
205923280.0,13.0,32.0,1.540557860732897,0.33972111344337463,0.003958171233534813
206129995.0,15.0,38.0,1.5890257567996944,0.4623909890651703,0.008107418194413185
206158652.0,6.0,11.0,0.2748536739189088,0.21619698405265808,0.0006584905204363167
206127753.0,26.0,19.0,0.7337562877389893,0.18657320737838745,0.0004900287021882832
205978712.0,7.0,37.0,1.2787385115250065,0.7021843194961548,0.003675329964607954
206147069.0,19.0,14.0,0.9476697922132882,0.4024188816547394,0.007702347822487354
206120030.0,30.0,28.0,0.3353402611568035,0.231408029794693,0.001730753923766315
206097070.0,32.0,23.0,0.5329749453583168,0.21903108060359955,0.0023324342910200357
205960995.0,33.0,39.0,2.062765671490189,0.5845795273780823,0.00555031280964613
206434081.0,13.0,29.0,1.530697922770143,0.2576906383037567,0.0004612058401107788
206503816.0,21.0,20.0,0.7376271929164724,0.11427757143974304,0.00016501422214787453
206025204.0,5.0,32.0,0.3650365668912678,0.1392938792705536,0.0017066391883417964
206126479.0,38.0,38.0,0.7495048809466198,0.25286370515823364,0.0022279710974544287
206381683.0,20.0,13.0,1.3832837368857134,0.4984554946422577,0.003989861346781254
206370193.0,30.0,1.0,2.3050968385443453,0.5106942653656006,0.00505029084160924
205978376.0,7.0,32.0,0.6866313459935924,0.4267630875110626,0.0033280765637755394
206454330.0,30.0,38.0,1.2522117857451156,0.35779762268066406,0.004951635841280222
206054678.0,13.0,24.0,0.6176971495528052,0.22079652547836304,0.0038414709270000458
206033621.0,37.0,13.0,0.789154325131384,0.27122974395751953,0.0035755063872784376
206467754.0,23.0,37.0,2.004630400107194,0.5444014668464661,0.006647295784205198
206488767.0,17.0,19.0,0.4291733459120559,0.056233346462249756,0.00018004416779149324
205978144.0,8.0,37.0,0.8307048505982475,0.6735743284225464,0.0005396679625846446
205970626.0,39.0,30.0,1.7687611126474856,0.3097333014011383,0.0026053539477288723
206120639.0,13.0,8.0,0.7479467275631602,0.20455680787563324,0.001045001088641584
206162077.0,0.0,29.0,0.18812647210886252,0.15913176536560059,0.0023009420838207006
206148661.0,14.0,8.0,0.9543587197945331,0.4326363801956177,0.0036665499210357666
206017171.0,30.0,21.0,0.5238039653947513,0.32947978377342224,0.0020169124472886324
206193555.0,4.0,14.0,0.17912720595275677,0.12378877401351929,0.002367594512179494
206001302.0,0.0,30.0,0.49411492624766523,0.26108455657958984,0.001183055224828422
206416521.0,36.0,1.0,1.6448391116049406,0.6247629523277283,0.004640638828277588
205977328.0,28.0,15.0,0.4036237763983897,0.1404384821653366,0.007201486267149448
206194236.0,14.0,33.0,2.5559066412151594,0.5337920188903809,0.0011534022632986307
206418438.0,22.0,14.0,0.905600462477589,0.3321321904659271,0.003937986679375172
206390323.0,32.0,7.0,1.3286146984423517,0.4189717173576355,0.007347220089286566
206246541.0,36.0,4.0,2.264419781380077,0.49873778223991394,0.008777844719588757
206249540.0,5.0,36.0,0.7793340129524884,0.5163466930389404,7.242401625262573e-05
206163809.0,15.0,28.0,1.0631727211119495,0.37806493043899536,0.0026130026672035456
205976964.0,1.0,1.0,0.9593849821789797,0.16689270734786987,0.0007997183711268008
205943696.0,31.0,24.0,0.3016401611029987,0.17413711547851562,0.0016587957506999373
206006237.0,28.0,39.0,1.4141932569956728,0.47502726316452026,0.0001424896327080205
206194460.0,31.0,25.0,0.8002252381331111,0.3556104898452759,0.0017352915601804852
205917099.0,16.0,23.0,1.058182072955229,0.3636026382446289,0.004938952159136534
206137304.0,19.0,12.0,1.1556249537806154,0.3150153160095215,0.0025984507519751787
206466298.0,20.0,25.0,1.1027624728811547,0.3650691509246826,0.00453892070800066
205943679.0,5.0,32.0,0.8863678014787579,0.25622275471687317,0.004489562474191189
206471280.0,22.0,5.0,1.0801909970934989,0.4057776927947998,0.0008876096690073609
205987005.0,1.0,26.0,0.22006065367005656,0.1485423445701599,0.00041777166188694537
206182862.0,15.0,8.0,1.4420478722419605,0.28309011459350586,0.007850822061300278
206148199.0,17.0,16.0,0.6614367412634442,0.1564098298549652,0.0005981021095067263
206205500.0,33.0,21.0,0.21938113870153547,0.16200532019138336,0.0013147431891411543
206263943.0,1.0,26.0,0.4783727501762123,0.33047807216644287,0.0017612832598388195
205979526.0,0.0,38.0,0.8323597000684095,0.520927906036377,0.00346420262940228
206017689.0,18.0,28.0,0.8246954648601619,0.5112994909286499,0.0022719711996614933
206139181.0,23.0,14.0,1.1221939080664747,0.41996127367019653,0.0021061133593320847
206434342.0,23.0,38.0,2.4832574350836643,0.5578637719154358,0.0110103664919734
206214222.0,38.0,9.0,1.348617463889041,0.42546015977859497,0.00025139914941973984
206006376.0,36.0,25.0,0.3484098699547533,0.15366145968437195,2.5056657250388525e-05
206045420.0,30.0,21.0,0.221768732718033,0.21520721912384033,0.0017598863923922181
206157329.0,32.0,11.0,0.7794465243595922,0.2991411089897156,0.005414770450443029
205967453.0,24.0,9.0,1.867148072204492,0.9165434837341309,0.013498406857252121
206025791.0,32.0,25.0,0.44602602415287834,0.3044857978820801,0.0030451221391558647
206165965.0,5.0,16.0,0.09816818370887703,0.07623088359832764,0.0005647726356983185
206008439.0,39.0,15.0,0.6773562055915903,0.14046555757522583,0.002171863801777363
206128228.0,21.0,7.0,1.0449337747550826,0.2770557105541229,0.0038914720062166452
206481231.0,8.0,31.0,0.4353735421729894,0.3227875232696533,0.0008686899091117084
206498043.0,32.0,16.0,0.6238847972508954,0.25152212381362915,0.002200971357524395
206070069.0,39.0,5.0,2.6019384919574406,0.33525967597961426,0.0026113896165043116
206466752.0,6.0,30.0,1.3820747850651953,0.08210635185241699,0.00044795553549192846
206011496.0,36.0,18.0,0.49409481306539493,0.1534719318151474,0.0002630651870276779
206259009.0,18.0,35.0,1.6436015834664244,0.5146738290786743,0.004863778594881296
206147721.0,33.0,3.0,0.8051274380165794,0.47364187240600586,0.004502422176301479
206013096.0,27.0,6.0,0.9662226689577065,0.39069825410842896,0.001492711715400219
206211827.0,3.0,34.0,0.5333227958054918,0.4813727140426636,0.0016736320685595274
206123260.0,25.0,39.0,0.7046064267007057,0.38748013973236084,0.004449224565178156
206219247.0,8.0,33.0,1.9163499217285986,0.33242541551589966,0.0026636316906660795
206002884.0,11.0,24.0,1.123287856459475,0.6344959735870361,0.0046328091993927956
206132770.0,32.0,10.0,1.3297305415508922,0.5590806603431702,0.004412243142724037
206038121.0,11.0,13.0,0.8120352773547884,0.34566253423690796,0.0032376223243772984
205973499.0,11.0,37.0,0.6502314789229815,0.4966386556625366,0.001973522827029228
206116629.0,12.0,7.0,1.128465681068254,0.39985570311546326,0.005977981258183718
205899671.0,20.0,30.0,1.2451965020966766,0.6001929044723511,0.0026074661873281
205951502.0,14.0,32.0,1.1093679967636167,0.6274007558822632,0.005519046913832426
205938940.0,17.0,27.0,1.4194358855891402,0.3551828861236572,0.0018803777638822794
206189528.0,12.0,10.0,1.284891565090307,0.6409568786621094,0.00382273830473423
206056832.0,6.0,14.0,0.19605170452030307,0.252295583486557,0.0005213604890741408
206363814.0,16.0,6.0,0.8887772983286397,0.2234591841697693,0.003647772129625082
206302275.0,30.0,37.0,1.077663654861229,0.3782044053077698,0.003226999193429947
206266953.0,13.0,12.0,1.1836752495778675,0.2734622359275818,0.00199933466501534
206188873.0,26.0,23.0,1.3689968394002032,0.28184959292411804,0.0009420777787454426
206500261.0,11.0,4.0,1.1581499593379654,0.37429845333099365,0.0002001694228965789
205974254.0,32.0,2.0,1.2414203436498847,0.6356282234191895,0.004403006751090288
206191531.0,29.0,8.0,2.006765300660583,0.8277655243873596,0.0058888401836156845
206040430.0,19.0,11.0,1.3656019918798048,0.4313518702983856,0.007638118229806423
206383967.0,29.0,8.0,0.7491122102194583,0.3180617392063141,0.005719969980418682
206286463.0,38.0,29.0,0.9343817586006005,0.42715901136398315,0.0036805036943405867
206028487.0,0.0,35.0,1.6797936446721842,0.26799720525741577,1.5680279830121435e-05
206180021.0,0.0,26.0,0.60157110567582,0.3528479337692261,0.004485690500587225
206253991.0,39.0,2.0,0.9805206973020226,0.4260331094264984,0.004283024929463863
206356997.0,8.0,11.0,1.459712139904667,0.38179510831832886,0.00039376955828629434
206287594.0,28.0,8.0,0.7925023886631195,0.2753514349460602,0.00015967138460837305
205941296.0,11.0,13.0,0.6303914477827515,0.25681155920028687,0.002902356907725334
206013138.0,11.0,10.0,1.4855365175890554,0.4981665313243866,0.0002564565511420369
206395040.0,18.0,17.0,0.6836582007993699,0.36110028624534607,0.0017986866878345609
205928882.0,34.0,27.0,0.3725988440190364,0.06833559274673462,0.00017316646699327976
205938167.0,19.0,13.0,1.274099304776819,0.45149436593055725,0.007148277945816517
206493378.0,30.0,4.0,0.9288458071059502,0.1940053105354309,0.0005053805070929229
206051846.0,16.0,18.0,1.2217092781104366,0.2170669436454773,0.00041532586328685284
206020781.0,10.0,30.0,1.0874508950388073,0.7497560977935791,0.00039051874773576856
206339517.0,39.0,28.0,0.9620651851740558,0.25580424070358276,0.002061777049675584
206106536.0,16.0,20.0,0.9535329492746418,0.3568866550922394,0.002102273516356945
205975545.0,0.0,35.0,1.3113621918744125,0.3167250156402588,0.0003262465470470488
205939212.0,2.0,6.0,1.554594055995747,0.5004119277000427,0.003609930630773306
206459801.0,18.0,28.0,0.858946481319018,0.3574317395687103,0.0023749209940433502
206465189.0,27.0,30.0,0.5784671309733165,0.28246206045150757,0.00010066515096696094
206190220.0,33.0,38.0,2.1034782366393676,0.5835037231445312,0.0007064971723593771
206198840.0,18.0,19.0,0.6618598872423106,0.1483735740184784,0.0010837864829227328
206181800.0,20.0,22.0,0.6826595885903255,0.41223466396331787,0.0013038231991231441
206111932.0,35.0,13.0,0.847317474542716,0.3297933340072632,0.0022302037104964256
206030339.0,35.0,7.0,2.4004574717328513,0.5011297464370728,0.005450726952403784
206057360.0,39.0,5.0,1.8192929223025291,0.5732767581939697,0.006754427216947079
205972014.0,31.0,27.0,0.20255579467045187,0.15693753957748413,0.000526251329574734
206049671.0,11.0,12.0,0.7822642640406994,0.30127179622650146,0.0051217940635979176
206181730.0,9.0,29.0,1.3767669304921966,0.39300471544265747,0.004000346176326275
206084736.0,33.0,31.0,0.5100401087166332,0.3015702962875366,0.0011517162201926112
206031013.0,4.0,24.0,0.3977220617059858,0.3174598217010498,0.0021280923392623663
206206750.0,39.0,14.0,0.6546644998435021,0.24430407583713531,0.0023734234273433685
206459167.0,10.0,32.0,1.5177512074517088,0.3078390657901764,0.00034280429827049375
206330756.0,2.0,10.0,0.9836266480452625,0.2942984104156494,0.000402116245822981
206111289.0,36.0,14.0,0.4930180473545415,0.24222113192081451,0.003291988978162408
206040480.0,11.0,8.0,0.449338739039261,0.32998132705688477,0.002223987365141511
206437874.0,1.0,22.0,0.16347277913000752,0.2319278120994568,0.00037834281101822853
205920906.0,15.0,12.0,1.1361708878171943,0.37709474563598633,0.005971669685095549
206429255.0,24.0,28.0,0.3348445215555996,0.23166325688362122,0.0013612385373562574
206036255.0,10.0,16.0,0.5764345944965688,0.4919397830963135,0.001730790943838656
206111327.0,39.0,39.0,0.898880058523845,0.319227933883667,0.003736980725079775
205949405.0,39.0,26.0,0.3831355302448849,0.3236236572265625,0.001218389137648046
206027875.0,0.0,32.0,0.7134089953720342,0.18645578622817993,0.00022832694230601192
206382463.0,15.0,3.0,1.760943223595198,0.8263956904411316,0.008107472211122513
206004819.0,6.0,28.0,0.24715267302459376,0.19570152461528778,0.0013602323597297072
206161227.0,23.0,27.0,0.9947310394637994,0.32995131611824036,0.0058553796261549
206242072.0,17.0,18.0,1.0922738240565875,0.38657644391059875,0.004492995794862509
206028599.0,11.0,28.0,0.7495599028016604,0.3394101560115814,0.0006914354162290692
206133061.0,12.0,39.0,1.2160571231746995,0.47120144963264465,0.0008064479916356504
206028744.0,19.0,19.0,0.5532720915322171,0.07569301128387451,0.0006061525200493634
206312763.0,7.0,2.0,0.915170916237634,0.5079095959663391,0.0012536424910649657
206152015.0,29.0,29.0,0.3604632125168886,0.10216695070266724,0.00014050453319214284
206065882.0,2.0,22.0,0.056397043537720404,0.09313374757766724,0.000370195833966136
206031152.0,11.0,26.0,0.8810002899616085,0.1371074914932251,0.001353195053525269
206209610.0,9.0,29.0,0.5963771457397361,0.3192026615142822,0.002000673906877637
205898160.0,27.0,4.0,0.713089934672,0.3591350018978119,0.00662430701777339
206357018.0,39.0,15.0,0.42814500211292017,0.22849619388580322,0.00042868731543421745
206315656.0,5.0,1.0,0.8748536115285713,0.3079526722431183,0.0033912125509232283
206039900.0,28.0,31.0,0.6188957323364369,0.24364668130874634,0.0009572563576512039
206346508.0,0.0,0.0,0.9541677088089975,0.43934404850006104,0.0003134745347779244
206270185.0,34.0,39.0,1.3574384570966376,0.38067543506622314,0.003530991729348898
206446279.0,19.0,16.0,0.8893591107241723,0.3858603239059448,0.0024038897827267647
206304346.0,3.0,38.0,0.7337678871174638,0.30603569746017456,0.00384133355692029
206245375.0,30.0,14.0,0.799655243546743,0.39627012610435486,0.008203674107789993
206280852.0,15.0,25.0,1.4283496712932642,0.4044092297554016,0.003570752451196313
206049800.0,37.0,12.0,1.0045396243188578,0.33623719215393066,0.0008140136487782001
206282801.0,28.0,8.0,0.9011330611450377,0.26421216130256653,0.002283550566062331
206035795.0,27.0,13.0,0.8420694091215213,0.288094162940979,0.006264891475439072
206045448.0,20.0,0.0,3.4146662375784027,0.12403669953346252,0.00022851841640658677
205990306.0,24.0,11.0,0.5212938722306022,0.71115642786026,0.011683455668389797
206342320.0,30.0,3.0,1.1197273862623658,0.3314778804779053,0.004799779504537582
206081375.0,38.0,34.0,0.674457148069879,0.49147331714630127,0.0020451711025089025
206052511.0,13.0,5.0,1.56443895809073,0.43142980337142944,0.0016763143939897418
206371744.0,16.0,6.0,1.2762861243808528,0.5647937059402466,0.009462018497288227
205996592.0,24.0,19.0,0.6110198491015613,0.15096285939216614,0.0002360190119361505
206202039.0,27.0,31.0,0.5839663487982487,0.23929372429847717,0.00016959816275630146
206131664.0,21.0,8.0,1.1654993133155376,0.5746735334396362,0.0054253870621323586
206147749.0,18.0,27.0,1.9270568980817955,0.4391734004020691,0.003535639028996229
206192756.0,18.0,6.0,1.2928920649207083,0.502998411655426,0.010594211518764496
205971648.0,14.0,3.0,1.721032994466705,0.5196950435638428,0.012633910402655602
206034034.0,11.0,1.0,1.2794224358296933,0.3295589089393616,0.0015107381623238325
205907133.0,39.0,3.0,1.6855746282111648,0.5376359820365906,0.0014362335205078125
206360900.0,10.0,1.0,1.2201256234903992,0.0871284008026123,0.0004239794216118753
206151838.0,32.0,29.0,0.5102097002307526,0.2688975930213928,0.0014589134370908141
206150563.0,6.0,28.0,0.3187378776724327,0.3786189556121826,0.00079858407843858
205960219.0,38.0,16.0,0.35263576359836024,0.22180479764938354,0.0036991352681070566
206077411.0,7.0,27.0,0.9810596948945314,0.2790597677230835,0.003292305627837777
206060795.0,14.0,39.0,2.0648081316983165,0.609748125076294,0.0027188207022845745
206401410.0,20.0,0.0,2.8194067574317963,0.13269442319869995,0.00015505841292906553
206035082.0,15.0,36.0,1.14395912280732,0.33174192905426025,0.0024221676867455244
205933375.0,10.0,6.0,0.7270473150563636,0.2955777049064636,0.00624424871057272
206097423.0,7.0,5.0,0.37123790826758574,0.08092176914215088,0.00013627507723867893
206008812.0,1.0,13.0,0.41688560133751,0.2667480707168579,0.0018234000308439136
206097921.0,33.0,35.0,0.799194712579073,0.49051353335380554,0.0047638434916734695
205999059.0,1.0,20.0,0.08088270669620112,0.06771516799926758,0.0006032230448909104
206001385.0,19.0,21.0,0.9139035951996237,0.449996680021286,0.0005579344579018652
205980492.0,13.0,38.0,1.5680917689705829,0.42379140853881836,0.001718564541079104
206067990.0,9.0,31.0,1.3747257631923158,0.5560384392738342,0.004164396319538355
205954897.0,25.0,20.0,1.3561265235360938,0.2996797561645508,0.0001218391043948941
206099383.0,24.0,29.0,1.1578915445951932,0.49888354539871216,0.005446832161396742
206024119.0,37.0,36.0,1.7316719061201407,0.6253330707550049,0.004824846051633358
206453232.0,26.0,33.0,0.9890453612162959,0.19098059833049774,0.001008100458420813
206476978.0,10.0,6.0,0.8609052668222801,0.3305319547653198,0.000587952381465584
206066838.0,17.0,3.0,1.3503400028642427,0.3868052661418915,0.006421662401407957
206257402.0,2.0,11.0,0.529381458540964,0.26937901973724365,0.001560616190545261
206019939.0,0.0,6.0,2.839004411374535,0.6187193393707275,0.004037671722471714
206460939.0,34.0,11.0,0.8494342220683593,0.32855692505836487,0.0007784385816194117
206078219.0,16.0,15.0,0.7534258477620916,0.25350168347358704,0.0030810264870524406
206151040.0,34.0,1.0,0.8651562185016406,0.27898332476615906,0.0017179185524582863
206105990.0,2.0,7.0,0.8850061009804824,0.2205546796321869,0.005167149472981691
206137757.0,32.0,20.0,0.48305238988478066,0.08724850416183472,0.00020294317801017314
206053173.0,38.0,9.0,1.008281701889965,0.3716769814491272,0.004359018057584763
206159174.0,30.0,24.0,1.0961830034843925,0.3562636971473694,0.0027108259964734316
206098990.0,23.0,28.0,1.0149481573026145,0.1956080198287964,0.00040951117989607155
206099565.0,6.0,3.0,0.556204346462488,0.34558963775634766,0.0023358052130788565
206045300.0,11.0,23.0,0.358626176740542,0.14186811447143555,0.003630391089245677
206172695.0,19.0,39.0,1.3690348122586502,0.41190454363822937,0.004264195915311575
206434462.0,12.0,0.0,0.9946262273796624,0.31132757663726807,0.001210843096487224
205945953.0,24.0,13.0,1.866753819687503,0.17683377861976624,0.0006766560254618526
206220935.0,29.0,6.0,0.6741014378660652,0.28813478350639343,0.005132615100592375
206151867.0,23.0,31.0,1.0159664845990535,0.08316493034362793,0.0013911783462390304
205906246.0,13.0,11.0,1.3249419586500804,0.4244207441806793,0.0020873299799859524
206250974.0,27.0,26.0,1.0519720414969747,0.3860648274421692,0.0036569260992109776
206044359.0,0.0,0.0,1.177644037429793,0.366938054561615,7.210742751340149e-06
205933284.0,6.0,13.0,0.2540292847438991,0.19727015495300293,9.986805525841191e-05
206466765.0,26.0,9.0,0.5780376077741558,0.4293111264705658,0.008224341087043285
205925018.0,36.0,2.0,0.9825571632341357,0.4568261504173279,0.002945634536445141
