epic_number,som_index,template_dist
205703649,574.0,1.1829451662357688
202851823,345.0,0.208164507827913
204787022,912.0,3.7450066209564077
203819777,1035.0,0.25929753676723305
204185956,195.0,3.794748416038664
202683805,287.0,0.7048760978531121
203026255,1392.0,0.05020909532684268
205405404,387.0,0.22680872544448516
203656237,1423.0,1.161747812087214
205495245,161.0,0.2205412813689085
204508330,715.0,2.9691049872155633
204531124,739.0,1.0076455559722926
203783195,1538.0,1.4703866948087494
203724283,601.0,0.26723024175165655
204676841,489.0,1.4019864603752157
205089975,1424.0,0.24926297884261095
202643279,485.0,0.09050354358775692
204470067,830.0,0.48479432309909415
203976840,696.0,1.4553133372660016
202679718,365.0,0.06904748627038601
204105782,601.0,0.24231542386300509
204820375,1269.0,0.08086027357379351
203749720,340.0,0.07416224958985468
203463506,441.0,0.16528400194828805
203929178,1108.0,0.4891217384037885
204780832,127.0,0.5275842209140986
203542570,220.0,1.5912587809894294
202674012,572.0,0.40085869291517773
203964886,912.0,2.312189749722182
203593664,1401.0,0.13685840889411718
203692906,120.0,0.046077645820611024
204966750,1298.0,0.206088586149868
205717017,668.0,3.0136165942273303
204199860,897.0,1.2762940926070057
204230492,1541.0,1.7366405022244427
205043428,1517.0,0.28142216525011854
205123245,1038.0,0.08484959340815797
204951319,671.0,0.5287045358953821
205558024,118.0,0.05332055243190284
202844711,573.0,0.48069124624676296
203942067,572.0,1.1329182453202322
204778376,160.0,0.06558585722766509
204236712,602.0,0.24265438394121142
203596245,132.0,0.12352763185714875
202872758,1037.0,0.2651035493061794
203011840,600.0,0.1318736287075222
204576757,600.0,0.10395824844794913
204556512,954.0,0.41649322774996034
202963882,462.0,0.6937748301657454
203911955,679.0,1.7740309662561442
205463986,556.0,0.15248531970213045
203636784,539.0,0.5058419728839013
203907133,1015.0,0.31734065668073475
203031097,287.0,1.2140501052320514
205131464,499.0,0.29109654983415134
204181806,655.0,3.1154794020623493
204171214,195.0,8.822068357404047
204034714,207.0,2.7671802323088333
204903894,160.0,0.04460960794994363
203538499,309.0,1.242258873313177
205060983,357.0,0.1230299638574074
204604359,160.0,0.10522933190916053
205054021,1571.0,0.4431578433151022
203594870,916.0,4.814288417850821
205670640,97.0,0.0877214303341453
202619356,1462.0,0.2309546445989763
203656002,912.0,3.3770414351450606
205062129,404.0,0.10841391530456335
204965815,1165.0,0.2563406209688831
203361171,574.0,0.6341817976620536
202688980,555.0,0.2422414733376096
205050711,607.0,0.9640620793174008
204994280,932.0,0.9788427032356048
204059927,631.0,0.32068785753760115
205040035,1338.0,0.9207202695469436
203728604,549.0,0.5837062088286744
203485624,428.0,0.6962489241515823
203596258,161.0,0.09875610734956397
205684710,157.0,0.03209543885887425
204925198,274.0,1.0679089014271899
202656096,898.0,3.3451807003008804
205114328,127.0,0.45877268419029055
204320514,944.0,0.7970223083395134
203294831,912.0,2.6507449636979272
205625849,161.0,0.1659092611668001
204183656,195.0,8.73500364189318
204748201,599.0,0.09093205665862142
205554809,649.0,0.5157890354617123
204959709,915.0,1.9956790448320474
204676803,544.0,0.23237911997075048
205020466,545.0,0.2672548469200351
204212045,1161.0,0.22738167423241812
203868608,559.0,0.8035554703927287
205485891,573.0,0.7771693651023497
204574155,1222.0,0.15264124761154954
