epic_number,som_index,template_dist
211011224,1244.0,0.3914099406326433
210999052,1261.0,0.3542105752524073
210787491,1056.0,1.5707963751822676
210961138,1537.0,0.9848126023501145
210454023,896.0,1.6511064049938537
210942154,734.0,2.5350796217703886
211137093,1247.0,0.3915356442659055
211023868,894.0,2.3918609891398024
210892390,1135.0,0.04910682984039404
210406057,1361.0,0.37642308805393254
210723496,224.0,3.5220581222382217
210945907,871.0,0.5061391823269172
210487475,1401.0,0.21567874117312408
210998378,196.0,5.753992373313077
211182886,1516.0,0.20760885110768768
210859443,1363.0,1.7368825974663862
210768690,912.0,3.096322852602033
210981338,809.0,0.15773620943453748
210334087,1058.0,0.22759835520311694
210335514,666.0,3.0128055996488636
210398369,1541.0,2.7256164770498725
210479700,1536.0,0.9567303621713723
210821498,1227.0,0.0918511942079489
211001248,717.0,2.3022029963363235
210684667,717.0,2.4829116148215187
210342145,996.0,1.0045163269539117
210368753,740.0,1.1024952598161364
210603892,19.0,1.5434447576227137
210401023,895.0,1.3222256210170902
211043845,16.0,4.9345875897957425
210355380,1056.0,1.7820439210557542
210399102,694.0,2.1037179719721566
211061931,912.0,2.9606503121554244
211008573,1122.0,2.019366172789958
211018349,915.0,2.4878051594420456
210988255,101.0,1.693270328089581
210976544,247.0,3.3085432968986996
210979798,1247.0,0.17459445299217466
210924530,898.0,3.521609565972016
210988088,715.0,3.05613510424034
211035987,931.0,2.6699334655616735
210988901,913.0,2.483182433057818
210379789,238.0,3.780622921973568
210499217,913.0,6.466962430256314
210919429,923.0,2.761768995986519
210790466,810.0,0.8540791560142956
210538216,1152.0,0.12063080799172321
210425195,1540.0,2.5595403070400122
211081065,1139.0,0.0809108155739415
210821360,574.0,0.462780254550131
210649205,950.0,0.4051908281322344
210333478,910.0,2.2880512146322056
210893326,1139.0,0.06547909915981967
211104559,795.0,0.17270219076719556
211045868,1426.0,1.6699917126924748
210716727,14.0,2.7995979304197043
210960161,1534.0,0.4887857202449601
210862604,1048.0,0.939927696447239
211035968,973.0,0.33299600243561445
210444585,708.0,2.3582082419618122
210316002,1542.0,0.805947088358055
210849155,240.0,2.6279086485930083
210707287,1493.0,0.09020022954630103
210546062,1542.0,1.6200559926762053
210636169,309.0,1.3185510372676177
210988681,1588.0,1.0801664221664833
211022583,986.0,1.1921891994062448
210371269,896.0,1.3518934787755372
211011108,1281.0,0.05982615594557674
210528473,1122.0,1.2697761840098662
211008148,1539.0,2.4948071266379284
210396538,739.0,1.0018462826161694
211104734,768.0,1.4501820837537815
210468558,817.0,1.3036063106693274
210742513,241.0,5.034401118905848
210944255,264.0,2.410124680895008
210961940,1337.0,1.287462427984444
210847428,1151.0,0.04317720771117889
211023010,1042.0,0.21849046151754659
210952214,663.0,1.4694408505674703
211096735,912.0,3.908961577687693
210585685,828.0,0.5860095800156164
210826038,817.0,0.7743212733826406
211080546,1280.0,0.19536590896324016
210922126,1332.0,0.17519426475054586
211203438,842.0,0.5979248472095506
211071256,1534.0,1.536316042847019
211115970,1370.0,0.29975698492820435
210919012,733.0,2.3220491997083723
210779615,911.0,3.1555623085148463
210435394,933.0,0.9289308131495079
210989061,908.0,1.9124632918976623
210942580,1541.0,1.5997433128537382
210771036,265.0,2.0056496503944476
210997742,970.0,0.395787644632838
211137945,1595.0,1.385290654006769
210409980,748.0,1.8854159290438703
210837486,908.0,2.0589686297607677
210684908,1425.0,0.9505361387040155
210771204,1535.0,1.9460420363930901
210593785,771.0,0.9353115466043256
210907442,1183.0,0.06250040343283386
210592216,910.0,1.803225292093729
210505447,1332.0,0.10857015135835786
210685344,1593.0,0.4346022783769159
210471459,753.0,0.8737388021782557
211045999,894.0,1.664804411590731
211087700,836.0,0.2337719340310927
210486830,974.0,0.40114560575137115
210799302,1197.0,0.1461783731901471
211120348,1054.0,1.3568357654708394
210776103,373.0,1.8600451460179976
211165265,1037.0,0.48304297850521305
210989637,1189.0,0.27687393367010554
211023535,1302.0,0.6316795905004264
210901982,1597.0,3.7356133812335286
210820154,1539.0,2.530203627764319
210981388,944.0,0.9477351840928043
211071541,929.0,1.3769230510569017
211051964,1121.0,2.2714820424117264
210844046,1581.0,0.8747323211775684
211012330,1213.0,0.456084283243633
211118337,930.0,1.473792894331623
210843725,1363.0,0.9256822006664644
210852007,732.0,2.150407709399666
210642830,929.0,1.7939402562545468
210581865,1535.0,1.8278597994686714
210516336,13.0,2.624909501461884
210992914,894.0,1.5132482578260358
210412228,897.0,0.90708064421923
210902826,713.0,2.0445956091540562
210843815,835.0,0.574840251375289
210738435,1563.0,0.24343100081071195
211051489,1062.0,0.29038358872439884
210687317,708.0,0.8947145655621525
210817793,38.0,0.6446878402345352
210897246,715.0,1.3829007736555718
211063591,1581.0,0.4568571210833051
210928564,708.0,1.7233711755979488
210586950,255.0,2.4131139106383035
210823979,909.0,3.341064224226365
210774836,856.0,0.9045679826151097
210731419,899.0,2.118778143993054
210463489,985.0,4.635969201612736
210793057,986.0,2.750281901401325
210510129,912.0,2.8001764620995235
210484105,894.0,2.7317897203785835
210519753,17.0,2.2168239086362105
210359109,721.0,1.2470581978088524
211026951,1355.0,0.19877524629169877
211057696,896.0,1.1518000670762556
210680151,857.0,0.5964010684018971
210427720,1339.0,0.9530795051722979
210957716,246.0,3.2458138482253744
210554280,239.0,3.4493668926318213
210671641,740.0,1.3140472742560554
210939135,946.0,0.9187238377659588
210327051,86.0,1.9540433708093483
211012427,1542.0,2.4611020117468185
211037230,1369.0,0.13111089603793946
210669719,782.0,0.3687835420360606
210609023,1538.0,3.040614006627325
210870456,1142.0,0.19296260204571472
210931967,736.0,1.0179488605110625
211065076,738.0,1.3080659339032914
210759500,718.0,1.8998795042660213
210808234,253.0,3.0522142473527523
210484276,795.0,0.39943579996192535
211178128,907.0,2.6129524992786166
210947795,718.0,1.9301614891582182
211124613,1122.0,2.0938920982919127
210939853,730.0,2.1860036115175436
210622194,930.0,1.7504914080438583
210439467,909.0,2.582342615194489
211012043,906.0,0.8389498609945517
211003851,913.0,1.7042518190476084
211168376,949.0,1.9491321456849988
211059098,256.0,0.7680887492204758
211056099,1097.0,0.1676065469000121
210666393,1542.0,1.885612911954431
210792485,1541.0,1.6755482574648628
211005328,930.0,1.126354791966012
211021427,1248.0,0.11693577350707168
210508766,1376.0,0.07200224452779229
210413043,654.0,1.3459634340232505
210357707,898.0,3.3311756128928836
210807651,896.0,0.7144473725387301
210959284,716.0,1.2117568444149067
211029198,1541.0,0.6189341189744779
210365294,913.0,2.032902501065494
211085922,912.0,1.8692140460905744
211050460,1001.0,0.6937112932416342
210994141,14.0,3.4024109391083397
211036823,1538.0,2.58047395942223
210554654,712.0,1.7230390615874356
210394706,1249.0,0.22039390705123527
210973610,241.0,4.809587881468332
211143427,895.0,1.9704524236751377
210619010,703.0,1.6226152836838423
211049922,1033.0,0.22351013491552985
211144344,1233.0,0.11138436234229233
210438520,1079.0,0.1462146111442506
210726208,733.0,1.78907366168631
210729209,15.0,2.193069728588573
210750573,227.0,1.1952664425218285
210678400,895.0,2.0400670392951707
210915861,1541.0,1.157419862155878
210731351,914.0,2.298516864958976
210448922,1238.0,0.4821067123203961
210984549,1539.0,2.8859072816340063
210596822,933.0,0.4053230359456112
210938914,1540.0,2.2063801436422392
210927979,1334.0,0.14089948172399536
210676192,1123.0,1.1269654037212553
211036145,1535.0,2.3646712347855123
210426688,1439.0,0.28966124038018676
210765308,76.0,2.9490710663320288
211002070,1543.0,2.2912044102642906
211125102,231.0,1.716783698693846
210959462,1248.0,0.4185164872668313
210652440,1055.0,0.6268669665292971
210974815,715.0,3.2056887074711558
210447277,240.0,5.122936470609857
210494413,928.0,2.361060464655091
210670836,1022.0,0.2645237981415695
210666747,1040.0,0.3784541926534178
210383009,723.0,0.9996117815007846
210394150,716.0,2.264195876316884
210495739,923.0,1.1740479009545939
211028956,1151.0,0.08562248311427192
210736056,1533.0,0.6733969395065844
210429666,1467.0,0.18156297097866306
210413995,1216.0,0.437694134755682
210927996,912.0,3.3877371022994125
210774618,1249.0,0.39566586645070045
210516993,910.0,2.210717369592845
210450280,717.0,0.5310791081372012
210941494,848.0,1.5454608993624273
210447104,1537.0,0.9359943557120859
210474752,913.0,3.129844484334522
210890748,49.0,1.3455133877749823
210931896,1331.0,0.06893537380295359
210985346,215.0,1.7081971836219627
210440455,216.0,2.762194655572534
210501964,714.0,1.3508432432364381
211108136,931.0,1.1852916184095967
210421277,702.0,1.5562551745775468
211083721,1375.0,0.21845293252409992
210736871,1469.0,0.6909324791014325
211041031,650.0,1.7967773283689148
210679459,1337.0,0.3679687687142485
210451521,910.0,1.668823970981249
210382434,809.0,0.2945013991168662
210312506,1428.0,1.0046453841529646
210485924,12.0,2.3402336298849757
211002857,913.0,3.3731856834653517
210757163,1271.0,0.091927014861636
210393124,911.0,3.402570927295116
211026087,1376.0,0.11395415939075072
211036460,889.0,1.7200311991769905
211051439,1456.0,0.6893921799347842
210995118,1205.0,0.12201137624230288
210618294,912.0,1.403396051844531
210607672,909.0,1.5607892486674966
210449994,15.0,3.847241760069527
210617295,915.0,3.496249998578959
210480875,1121.0,2.44488674811911
210846419,1358.0,0.17839714979050716
210781464,844.0,0.9162370061723335
210778416,730.0,0.8438603575771788
211007636,898.0,1.4885636436086038
211091190,24.0,1.526791149443558
211061798,1302.0,0.3413041719947685
211033833,985.0,3.8817949986716207
210593702,740.0,1.1016613578343772
210444078,1596.0,2.0325574705951093
210548604,913.0,1.75974347946236
210455885,1074.0,0.30625368219429716
210847165,1347.0,0.08874039944039967
210989482,910.0,2.1131212120261993
210717594,731.0,2.1851419245861563
211086442,727.0,3.277505959895926
210432388,1153.0,0.23016066423379988
210491631,912.0,3.1662676722665033
211061313,1575.0,0.658733939861619
211068569,15.0,3.309406594960234
210504705,1337.0,1.0615843970203689
210862540,697.0,3.489882010188429
211079079,247.0,3.8184846635440666
210893250,1506.0,0.2806125946885923
211033155,1141.0,0.08366390680592373
210967844,895.0,0.8252381062320095
210497278,1405.0,0.1449459542686778
211128670,1538.0,0.6815507291514729
210504537,1040.0,0.3636557383344579
210558687,736.0,2.254722247635753
210815262,197.0,3.500718007914548
210366358,253.0,2.351890601968668
210812803,1269.0,0.24563020419096016
210847216,910.0,1.721781197780825
210695955,1541.0,1.2649717827111622
211079138,412.0,4.514838992477461
211000470,1055.0,0.5790464715532965
210778133,19.0,2.0406029988071417
210752725,253.0,5.341401156405103
210367072,913.0,3.079442331313492
210910056,15.0,2.442547855868664
210541769,984.0,0.9459398742896921
211159819,1394.0,0.05660603123479549
210744764,989.0,2.71224677443461
211016431,242.0,3.006844017581758
210987051,1328.0,0.20569227316727018
211007847,986.0,1.4176990485428944
210318725,911.0,3.4829235160766983
210769047,1036.0,0.3441314094089605
210924735,1349.0,0.11949658548865309
210907759,902.0,0.9662532297393427
210603795,42.0,1.6855776741297497
210770235,896.0,2.6393553758208026
210499476,1307.0,0.43662933044322955
210709792,13.0,3.751934340254571
211011736,912.0,2.6556178367212544
210790207,706.0,1.9911337634841009
211086138,1448.0,0.12389771196590277
210908535,930.0,3.520805311804299
210907534,1336.0,0.20115861505101892
210706813,951.0,0.39776151354512773
210614693,1536.0,1.924404090820587
210621463,981.0,1.0913695785866664
210780960,895.0,1.5924260743754912
210651563,732.0,1.1106491172233564
210753206,910.0,1.2661600878620414
211006630,951.0,0.9171793145586411
210744182,396.0,0.3887758848945182
210408403,677.0,0.7121120648596331
210497530,1540.0,2.828701705446364
210424481,813.0,0.7399087866610364
210650494,1337.0,0.5474406466348106
210487138,1239.0,0.41594109306890115
210944050,196.0,5.021417057792552
210922111,247.0,3.1524105410619496
211080873,1385.0,0.2984722630125559
210755990,13.0,1.594525462055048
211008819,1540.0,2.0819842104164263
210461771,196.0,5.409532821241066
210498388,1150.0,0.1211908375902834
211022859,1598.0,3.5000909870506822
211156798,731.0,1.056491885193777
211129946,716.0,3.773816828640502
210407066,1206.0,0.08429391413879056
211079188,1328.0,0.22254159284520708
211162972,1338.0,0.6300228810345969
210968459,1086.0,0.13246125873981346
210943357,1536.0,1.7892326526662736
210558544,893.0,1.6168823261438843
210986870,893.0,1.2252051980511354
