epic_number,Period_1,Period_2,amp_ratio_21,k2_teff,k2_rad,k2_mass,abs_magnitude,Class
206276816,9.591117994,10.13687781,1.0569026276541917,4319.0,0.58,0.65,7.222858524017575, Noise
205915309,13.34248336,17.7818426,1.3327236107566711,5907.0,1.16,1.04,4.021847982951833, Noise
206338526,20.0,18.82580772,0.941290386,5455.0,1.41,0.9,3.5024986511274605, Noise
206534929,4.098778874,2.935557484,0.7162029409835394,4629.0,2.83,1.02,0.5851344081992274,OTHPER
205957845,13.56831151,12.91265237,0.9516771751948081,5734.0,0.98,0.99,3.695778434008492, Noise
206036262,17.98126902,17.02649374,0.94690167424012,4122.0,0.49,0.56,7.980091317986057, Noise
206223688,20.0,18.82580772,0.941290386,6074.0,1.37,1.12,3.74908345141351,OTHPER
206109248,19.27854202,18.18521939,0.9432881060784699,4656.0,10.98,0.95,-0.7394281652230283, Noise
206315205,20.0,18.82580772,0.941290386,,,,,
206046362,0.617088824,12.13104396,19.658505369398814,3671.0,0.29,0.32,12.804487734850087,OTHPER
205994192,19.27854202,18.18521939,0.9432881060784699,3994.0,0.44,0.51,7.91144816755984,OTHPER
206523116,17.7818426,18.82580772,1.0587096142668588,5290.0,0.81,0.87,5.264317828155857, Noise
205984898,20.0,18.82580772,0.941290386,3798.0,0.34,0.39,8.324781284364184, Noise
206167986,14.82272104,18.82580772,1.2700642256706736,4624.0,0.68,0.76,6.288024995737663,OTHPER
206111122,20.0,18.82580772,0.941290386,,,,, Noise
205985980,0.319371686,1.8574648809999998,5.815997354881359,4204.0,37.79,0.94,0.13227489459713127, Noise
206362654,20.0,10.53658403,0.5268292015,3852.0,0.35,0.39,9.235996704417591, Noise
206047048,19.0494853,17.98126902,0.9439241395146776,4110.0,0.48,0.55,6.193165161641531, Noise
206144635,18.18521939,19.27854202,1.0601214979348126,4950.0,3.78,0.99,1.3106131405335635,OTHPER
206168658,18.60732198,19.75358815,1.0616029631363428,,,,, Noise
200004877,11.95020618,12.60802469,1.0550466243085357,,,,,
200004575,17.39597255,13.80191578,0.7933971923863492,,,,,
206228293,12.80948727,20.0,1.5613427437365337,,,,,
205970767,7.057861265,19.27854202,2.7314991462927263,4968.0,2.63,1.21,3.289204924559808, Noise
206256057,20.0,12.80948727,0.6404743635,5322.0,0.85,0.9,3.9126839707677448, Noise
206368165,12.80948727,17.98126902,1.4037461953775765,4215.0,0.38,0.43,9.65821117645494, Noise
206229156,20.0,8.65875933,0.43293796650000005,3658.0,0.3,0.32,9.576497937858182, Noise
206445761,20.0,18.82580772,0.941290386,4300.0,0.57,0.62,8.04304859373529, Noise
206406037,20.0,18.82580772,0.941290386,5621.0,2.93,1.52,2.1709078276715523, Noise
206023387,20.0,18.82580772,0.941290386,6246.0,1.34,1.11,3.8423648198843736,OTHPER
206202658,12.70795757,13.45444989,1.0587421161809876,,,,,
200004747,17.58679124,16.67238347,0.9480059916831082,,,,,
205934862,18.82580772,20.0,1.0623714157428992,,,,, Noise
206007965,13.80191578,14.5536205,1.0544637956050475,,,,, Noise
206285903,16.168,15.39192304,0.9519991984166255,5979.0,1.13,0.93,4.425379962072711,OTHPER
206496337,20.0,18.82580772,0.941290386,,,,, Noise
206033552,18.18521939,19.27854202,1.0601214979348126,3645.0,0.26,0.27,, Noise
206172561,9.205633803,4.378624004,0.4756461203760964,5073.0,9.62,0.92,0.3095608796666305, Noise
200004898,18.82580772,17.7818426,0.9445460648739697,,,,,
206204211,7.55685005,7.184366112999999,0.9507091004141334,5702.0,2.37,1.27,4.1618842697994936,OTHPER
206184512,12.60802469,13.34248336,1.0582532702828962,4078.0,0.47,0.52,7.925795821983346, Noise
206066911,17.98126902,19.0494853,1.0594071685825877,,,,, Noise
205988269,16.847578100000003,17.7818426,1.0554539349486676,4265.0,0.55,0.61,7.6212967177479705, Noise
206098302,15.54112028,16.50079498,1.0617506770882543,5678.0,0.92,0.88,,OTHPER
206007231,14.68693823,15.54112028,1.0581593002314955,6912.0,1.85,1.52,3.0671057707469878,OTHPER
206227929,12.60802469,16.33270241,1.2954211949596046,6444.0,1.41,1.16,3.908488034294635,OTHPER
206477696,19.27854202,18.18521939,0.9432881060784699,6013.0,1.3,1.09,3.311205055380263, Noise
206022614,18.82580772,17.7818426,0.9445460648739697,5446.0,2.05,0.94,3.0169019557132195, Noise
205986142,8.899060244,10.67691752,1.199780339412657,5153.0,0.75,0.79,3.4344649968018075, Noise
205923280,10.39989167,12.70795757,1.2219317251792103,3687.0,0.3,0.3,, Noise
206240640,20.0,18.82580772,0.941290386,4159.0,0.52,0.59,7.407666310775001,OTHPER
206241758,20.0,12.41280103,0.6206400515,5772.0,0.94,0.89,5.179152431234613,OTHPER
205968069,20.0,18.82580772,0.941290386,,,,, Noise
206129995,8.343346334,14.1678043,1.6980961514524133,,,,, Noise
206158652,19.51317428,18.393849399999997,0.9426374784574515,4174.0,0.49,0.55,8.640907921682373,OTHPER
206127753,19.51317428,12.41280103,0.6361241309017817,5696.0,0.94,0.96,4.798187856394968, Noise
205978712,15.24556319,20.0,1.3118570793841562,6007.0,1.01,0.86,4.1630943414432835,OTHPER
206147069,16.168,20.0,1.2370113805047007,6073.0,1.34,1.03,3.9789166779697176, Noise
206120030,16.33270241,15.54112028,0.9515339158132619,3662.0,0.31,0.34,8.292267256248063,OTHPER
206097070,17.98126902,19.0494853,1.0594071685825877,3610.0,0.28,0.28,7.744392179264283, Noise
205960995,18.60732198,19.75358815,1.0616029631363428,4701.0,11.21,1.09,1.7962258228028425, Noise
206434081,9.4777243,6.8468773679999995,0.7224178664914318,4128.0,26.17,1.32,-0.5610064164920825, Noise
206503816,12.60802469,11.95020618,0.9478254107067425,4240.0,0.5,0.55,7.03596137130854,OTHPER
206025204,13.56831151,14.29411655,1.0534926574662642,5325.0,0.84,0.9,5.276836712488187,OTHPER
206319458,14.42270132,19.27854202,1.3366803896345265,,,,,
206126479,13.01749271,12.31743893,0.9462220724377881,3909.0,0.43,0.48,8.048990089096856, Noise
206381683,13.45444989,12.80948727,0.9520632485703212,5105.0,3.07,0.9,2.2419443664075516, Noise
205923578,20.0,18.82580772,0.941290386,,,,, Noise
206370193,8.998957125,0.603386912,0.06705075972900583,4824.0,9.44,0.93,1.545693319959284, Noise
206396507,20.0,18.82580772,0.941290386,6026.0,1.54,1.16,3.8033136661579334, Noise
206035268,20.0,18.82580772,0.941290386,4131.0,0.51,0.56,7.852899894633037, Noise
200004606,13.34248336,11.0446688,0.8277820928831948,,,,,
205978376,7.52139933,9.948185186,1.3226508458765742,5940.0,1.24,1.02,6.291156146398556,OTHPER
206454330,18.60732198,17.58679124,0.9451543461709906,4576.0,11.46,1.17,1.171477631569708, Noise
206054678,9.948185186,13.56831151,1.3638981639680947,6199.0,1.46,1.16,3.460228784582025, Noise
205925131,20.0,18.82580772,0.941290386,5859.0,2.0,1.23,3.6594951434133502, Noise
206033621,13.56831151,14.29411655,1.0534926574662642,4230.0,0.51,0.57,8.067807206771048, Noise
206467754,15.84836353,9.258794879,0.5842114147289502,4259.0,0.54,0.6,8.35421858673467, Noise
206488767,16.847578100000003,17.7818426,1.0554539349486676,4782.0,0.71,0.78,6.175700158694907,OTHPER
205978144,13.92176057,9.766389013,0.7015196794897902,4965.0,3.01,1.08,2.699244874078447, Noise
206212123,20.0,18.82580772,0.941290386,,,,,
206192620,20.0,18.82580772,0.941290386,3780.0,0.38,0.42,8.700247577466596, Noise
206335051,10.01029732,6.023703262000001,0.6017506842643912,,,,6.172948218659474,
206410137,17.58679124,16.67238347,0.9480059916831082,,,,,
205970626,18.82580772,17.7818426,0.9445460648739697,,,,, Noise
206007714,20.0,15.24556319,0.7622781595,5609.0,0.91,0.91,5.209396280532692, Noise
206250732,18.82580772,17.7818426,0.9445460648739697,,,,,
206120639,14.04370486,19.51317428,1.389460578567015,6113.0,1.37,1.11,2.792781886866635, Noise
206162077,4.098778874,4.9156068180000005,1.1992856821775453,6427.0,1.45,1.27,3.0351423151552837, Noise
206148661,14.42270132,15.24556319,1.0570532420898806,3683.0,0.3,0.3,,OTHPER
206401995,20.0,16.33270241,0.8166351205,5665.0,1.66,0.96,4.021901764522934,OTHPER
206173755,13.45444989,12.80948727,0.9520632485703212,,,,,
206406129,20.0,18.82580772,0.941290386,,,,6.364300808884678, Noise
206017171,19.0494853,17.98126902,0.9439241395146776,5517.0,0.93,0.97,4.344262109867373,OTHPER
206551369,20.0,18.82580772,0.941290386,,,,,
206193555,17.20925021,16.33270241,0.9490653114282309,5318.0,0.85,0.9,5.951822080763634,OTHPER
206001302,15.84836353,14.96103795,0.944011532905568,4306.0,134.0,0.81,10.78058798260948,OTHPER
206416521,18.82580772,20.0,1.0623714157428992,,,,, Noise
205977328,17.7818426,18.82580772,1.0587096142668588,4176.0,0.53,0.59,6.980413469295179,OTHPER
206284905,19.27854202,18.18521939,0.9432881060784699,,,,,
206194236,18.393849399999997,17.39597255,0.9457494280669713,4450.0,26.68,0.91,1.2151817251210382, Noise
200004659,16.00658621,12.50965125,0.7815314949657839,,,,,
206418438,16.33270241,12.91265237,0.7906010925720406,5246.0,2.17,0.94,4.841934701424167, Noise
206434455,3.5070462410000003,3.148878593,0.8978719915886048,,,,,
200004484,17.02649374,17.98126902,1.0560758600437485,,,,,
206390323,13.56831151,10.53658403,0.7765582344003835,4681.0,11.25,1.25,0.5720288036580481,OTHPER
206156370,20.0,18.82580772,0.941290386,3596.0,0.26,0.25,11.14359446349646, Noise
206246541,18.60732198,17.58679124,0.9451543461709906,6036.0,1.26,1.06,3.906205696846472, Noise
206115426,20.0,18.82580772,0.941290386,6553.0,1.44,1.21,3.5981355680407514,OTHPER
206249540,13.92176057,18.60732198,1.336563855299804,5941.0,1.03,0.87,4.05148382571025, Noise
206163809,10.46779162,11.0446688,1.055109730967304,4959.0,9.52,0.94,0.47819913057895036, Noise
205976964,17.98126902,19.0494853,1.0594071685825877,6433.0,1.46,1.21,3.3950208489834246, Noise
205943696,15.39192304,16.33270241,1.0611216264241403,4323.0,0.58,0.64,6.149099375098851,OTHPER
206150180,20.0,15.54112028,0.777056014,4932.0,0.73,0.79,5.607887272759765, Noise
206006237,14.96103795,15.84836353,1.059309092254525,,,,, Noise
206194460,18.82580772,20.0,1.0623714157428992,5406.0,0.93,0.93,, Noise
205917099,13.34248336,12.60802469,0.9449533756060837,,,,, Noise
206442578,20.0,18.82580772,0.941290386,3807.0,0.38,0.42,10.129952441778979,OTHPER
206137304,17.98126902,8.520708746,0.4738658176195843,6003.0,1.3,1.06,2.9322114857735517, Noise
206001789,20.0,18.82580772,0.941290386,,,,, Noise
206466298,17.58679124,16.67238347,0.9480059916831082,6234.0,1.48,1.22,3.8393648310708812,OTHPER
206477767,20.0,18.82580772,0.941290386,4001.0,0.44,0.5,7.640606547291094,OTHPER
206258606,19.0494853,17.98126902,0.9439241395146776,,,,,
206422070,17.02649374,17.98126902,1.0560758600437485,,,,,
205943679,19.0494853,17.98126902,0.9439241395146776,5775.0,1.03,1.0,4.199350035216671, Noise
206159715,6.788893505,20.0,2.9459881769054204,,,,,
212235328,20.0,18.82580772,0.941290386,,,,11.780802694752156,
206018726,20.0,18.82580772,0.941290386,3628.0,0.27,0.28,10.099483233251087, Noise
206091489,20.0,18.82580772,0.941290386,,,,, Noise
206366675,13.80191578,14.5536205,1.0544637956050475,,,,,
206471280,14.04370486,13.34248336,0.9500686245552442,5373.0,0.89,0.94,5.250194541645344,OTHPER
205987005,14.82272104,15.69323825,1.0587285699873092,3982.0,0.4,0.45,8.494453654954887, Noise
206228475,20.0,18.82580772,0.941290386,,,,, Noise
206182862,8.753305371,20.0,2.284851167909746,6164.0,1.31,1.08,3.754867747683374, Noise
206148199,19.51317428,18.393849399999997,0.9426374784574515,6073.0,1.42,1.13,3.116327723593267, Noise
206099098,20.0,15.10196055,0.7550980275,5321.0,0.81,0.82,3.467756268179972,OTHPER
206205500,2.5362029280000002,10.894569599999999,4.295622199518255,4120.0,68.53,0.87,-0.41414076858813686,OTHPER
206263943,19.51317428,18.393849399999997,0.9426374784574515,5823.0,0.76,0.74,5.535504705995212, Noise
206098180,20.0,18.82580772,0.941290386,4149.0,0.49,0.56,8.28998466808907, Noise
205979526,12.91265237,12.22353091,0.9466320752503925,,,,, Noise
206017689,12.70795757,16.33270241,1.285234257356747,3788.0,0.33,0.35,, Noise
206283971,16.33270241,17.20925021,1.053668264932282,,,,,
206139181,16.847578100000003,17.7818426,1.0554539349486676,5605.0,0.96,0.89,3.8378737574196116, Noise
206434342,17.58679124,16.67238347,0.9480059916831082,4776.0,7.73,0.9,6.6543403650544235, Noise
206214222,17.7818426,18.82580772,1.0587096142668588,6018.0,1.37,1.09,4.095143572606343,OTHPER
206006376,13.92176057,13.232365,0.9504807192643738,3894.0,0.44,0.49,7.95303418037096, Noise
206045420,13.12404942,13.92176057,1.0607823945545611,4023.0,0.47,0.54,8.101419298646121,OTHPER
206157329,18.60732198,1.8072158740000002,0.09712391046613147,3850.0,0.39,0.45,9.888707257445901, Noise
205967453,14.68693823,13.92176057,0.9479008049181398,5577.0,2.3,1.27,3.994986324296393, Noise
206025791,8.173217117,7.776776402,0.9514951445281666,6052.0,1.57,0.99,4.531096603343013, Noise
206173426,20.0,3.16754175,0.15837708749999999,4964.0,9.75,0.94,0.8086118497741737,OTHPER
206165965,2.2139963959999998,2.1063746919999997,0.9513902984691218,,,,,OTHPER
206008439,19.51317428,18.393849399999997,0.9426374784574515,5831.0,1.15,1.02,4.650884194855269, Noise
200004718,19.51317428,18.393849399999997,0.9426374784574515,,,,,
206128228,19.75358815,5.76384146,0.29178706249375763,6211.0,1.75,1.3,3.9466810927630824, Noise
206481231,16.33270241,15.54112028,0.9515339158132619,6150.0,1.22,1.18,4.623513596166639, Noise
206498043,12.60802469,11.95020618,0.9478254107067425,5761.0,0.99,0.96,5.061573975146919, Noise
206070069,4.930724091,3.957150365,0.8025495428192678,4688.0,12.14,1.09,0.8881486416902256,OTHPER
206369022,10.53658403,20.0,1.8981483887999704,,,,,
206391148,20.0,18.82580772,0.941290386,4138.0,0.49,0.55,8.06329641917477,    EA
206466752,1.12815797,1.067325238,0.9460778245443766,3569.0,0.26,0.26,9.158105148175837,OTHPER
206011496,14.96103795,15.84836353,1.059309092254525,5622.0,1.71,0.92,5.217775172237932,OTHPER
206259009,17.02649374,16.168,0.9495789471919778,4939.0,7.02,0.95,2.521251188954489, Noise
206009713,20.0,18.82580772,0.941290386,,,,, Noise
200004828,19.0494853,17.98126902,0.9439241395146776,,,,,
206147721,9.366980534,16.168,1.726063157846208,3774.0,0.32,0.34,, Noise
206013096,18.393849399999997,17.39597255,0.9457494280669713,3831.0,0.39,0.43,8.043238664146541, Noise
206211827,17.20925021,16.33270241,0.9490653114282309,3735.0,0.36,0.39,10.356014914901454, Noise
206026266,20.0,18.82580772,0.941290386,5057.0,0.78,0.85,6.388263552788128,OTHPER
206373878,20.0,13.45444989,0.6727224945,,,,,
206123260,19.51317428,18.393849399999997,0.9426374784574515,6426.0,1.46,1.22,3.6623635518991655, Noise
206219247,3.395632431,3.2119615219999997,0.9459096610919369,4444.0,24.62,0.92,0.7404656475172473,OTHPER
205959934,20.0,18.82580772,0.941290386,,,,, Noise
206328374,20.0,10.74849545,0.5374247725,3660.0,0.29,0.3,,OTHPER
206253384,12.91265237,12.22353091,0.9466320752503925,,,,,
206002884,15.10196055,16.00658621,1.0599012066681632,5729.0,0.96,0.93,3.8277627792609508, Noise
206132770,18.60732198,19.75358815,1.0616029631363428,5843.0,0.96,0.89,5.08629288046747,OTHPER
206545669,17.20925021,18.18521939,1.0567118943643972,,,,,
206041486,20.0,18.82580772,0.941290386,3761.0,0.36,0.4,8.591794761092642,OTHPER
206038121,14.68693823,13.92176057,0.9479008049181398,5548.0,2.0,0.89,4.753185062220053, Noise
205973499,13.12404942,20.0,1.523919893925544,,,,, Noise
206116629,19.27854202,18.18521939,0.9432881060784699,6272.0,1.37,1.19,4.296627269270889, Noise
205993676,20.0,9.366980534,0.4683490267,5815.0,0.99,0.91,4.710194966868608,OTHPER
205899671,14.29411655,13.56831151,0.9492235118231214,3787.0,0.33,0.37,, Noise
205992781,20.0,18.82580772,0.941290386,3708.0,0.31,0.35,8.103013924555615, Noise
205951502,10.53658403,11.12128014,1.0554919989567055,3619.0,0.27,0.27,, Noise
205938940,18.60732198,17.58679124,0.9451543461709906,4746.0,0.68,0.73,6.50318011982063,OTHPER
206510818,20.0,18.82580772,0.941290386,4820.0,7.43,0.92,2.4140765912854185, Noise
206439571,14.42270132,13.68411675,0.9487901362156198,,,,,
206219913,20.0,18.82580772,0.941290386,,,,,
206119918,20.0,18.82580772,0.941290386,5956.0,1.07,0.89,4.551802720377136,OTHPER
206189528,8.801356911000001,10.74849545,1.2212316303826347,6103.0,1.25,1.06,4.291525854414951,OTHPER
206056832,18.60732198,19.75358815,1.0616029631363428,3975.0,0.48,0.54,7.458327084319253,OTHPER
